,runtime_hours,lubrication_index,machine_health_index,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality,machine_temperature,machine_vibration,auto,manual,semi_auto
6246,1.069184172611769,1.8166496393053748,1.567363438488936,East,Fam_40,Processing,No Fault,ISO9001,Low,20.07,8.28,False,False,True
6247,6.31397428791341,3.2662498553932817,1.6421476969957252,East,Fam_07,Processing,No Fault,ISO9001,Medium,24.29,6.61,True,False,False
6248,3.762993812274228,8.474791514574537,4.245611514233085,South,Fam_01,Init,No Fault,ISO9001,,25.97,8.79,False,False,True
6249,1.3578562319500642,2.99016296126522,1.4187854648635103,North,Fam_29,Processing,No Fault,ISO9001,,19.85,6.08,True,False,False
6250,0.6476006882709191,4.31183720576732,1.7975314223842085,East,Fam_11,Processing,No Fault,ISO9001,Low,21.5,4.84,False,False,True
6251,2.062488942018044,,1.8749132050419,West,Fam_04,Processing,No Fault,ISO9001,Medium,24.8,8.21,False,False,True
6252,5.629391697919018,2.15813577324554,,East,Fam_14,Assembly,No Fault,ISO9001,Medium,20.39,11.86,False,False,True
6253,4.308508008526619,2.415568752253589,1.5245054410473986,West,Fam_16,Final,No Fault,ISO9001,Medium,25.98,7.32,False,False,True
6254,3.0163594840953283,3.5850091069181595,2.2344342965236823,South,Fam_19,Init,No Fault,ISO9001,High,23.91,8.91,True,False,False
6255,4.737805346615722,2.459732517723119,,North,Fam_19,Assembly,No Fault,ISO9001,Low,18.92,1.63,True,False,False
6256,,2.2244480209292514,1.772484148026647,South,Fam_05,Processing,Low,ISO9001,Low,19.45,8.99,True,False,False
6257,5.303680101954912,4.785583905966373,,South,Fam_05,Final,No Fault,ISO9001,Medium,22.11,7.05,False,False,True
6258,4.13308823176003,2.8310697634623967,1.344016570743407,East,Fam_21,Assembly,No Fault,ISO9001,Medium,25.13,7.33,False,False,True
6259,,,2.689968022242045,North,Fam_04,Processing,No Fault,ISO9001,High,23.57,7.03,True,False,False
6260,2.0091636579228758,2.9866434879031223,2.448528941269992,West,Fam_15,Init,No Fault,ISO9001,Low,30.44,14.12,True,False,False
6261,1.7293997372608738,9.168051316854882,3.952778696493773,South,Fam_06,Processing,No Fault,ISO9001,Low,32.11,6.42,True,False,False
6262,3.9979407164307306,3.9311605202244793,1.856276377618402,North,Fam_37,Processing,No Fault,ISO9001,Medium,20.61,6.58,True,False,False
6263,2.764994505674684,2.1102329913872158,1.2840442169752897,East,Fam_17,Final,No Fault,ISO9001,Medium,21.04,6.83,True,False,False
6264,3.4876049791010253,5.090479728891902,2.0427188403531766,South,Fam_02,Processing,No Fault,ISO9001,Medium,26.22,5.51,True,False,False
6265,4.181211559490622,3.108683269356133,1.8899064362021176,North,Fam_13,Processing,No Fault,ISO9001,Low,18.53,9.01,False,False,True
6266,3.746939174065502,4.21705119771519,,East,Fam_34,Assembly,No Fault,ISO9001,Medium,28.59,13.17,True,False,False
6267,2.822734910900388,4.820467014066872,3.027260354538637,North,Fam_04,Processing,No Fault,ISO9001,High,20.36,10.6,False,True,False
6268,3.4650115930590597,5.819054552603912,2.8832408008665498,North,Fam_22,Processing,No Fault,ISO9001,Medium,17.72,7.7,False,True,False
6269,,2.4074458564143786,2.26531927555282,West,Fam_01,Init,No Fault,ISO9001,High,27.53,13.12,True,False,False
6270,5.489409435102522,4.794168828228093,2.6004451003997677,North,Fam_05,Processing,Low,ISO9001,Medium,22.32,9.76,False,False,True
6271,2.745672957034139,3.2640024038005704,2.24042449491339,East,Fam_35,Assembly,No Fault,ISO9001,High,21.78,9.29,True,False,False
6272,2.2919841465058286,4.6409696707421,2.435053628947059,North,Fam_20,Assembly,No Fault,ISO9001,Medium,19.86,8.23,True,False,False
6273,2.8084621275214365,2.074292654442234,1.563912418585275,North,Fam_23,Final,No Fault,ISO9001,Medium,27.11,8.79,False,False,True
6274,1.6187077389353854,5.92712207000472,2.740361747529611,South,Fam_24,Assembly,No Fault,ISO9001,Medium,29.24,6.69,True,False,False
6275,0.661517693240812,4.381444205504703,2.0569172476195403,South,Fam_31,Processing,No Fault,ISO9001,Medium,26.94,6.53,False,False,True
6276,4.957132440718079,,1.8951987730905695,West,Fam_03,Assembly,No Fault,ISO9001,Medium,26.7,7.04,True,False,False
6277,3.074691160320915,2.4828139767031283,1.658140613385578,North,Fam_13,Processing,No Fault,ISO9001,Low,28.4,9.62,False,False,True
6278,5.212538313240339,3.903927546753699,2.0053966969196417,West,Fam_18,Assembly,Low,ISO9001,High,20.16,8.05,True,False,False
6279,3.502006061947203,6.136086412660811,3.391078318853134,East,Fam_19,Final,No Fault,ISO9001,High,20.66,10.7,False,True,False
6280,3.76864634252704,5.235449302430805,1.9537390073693488,North,Fam_20,Init,No Fault,ISO9001,Low,12.25,5.0,True,False,False
6281,4.439704013264658,11.703981108703992,5.237791650591998,North,Fam_08,Assembly,Medium,ISO9001,High,19.72,7.25,False,True,False
6282,2.792137576817635,7.513379606673695,4.469755672841924,East,Fam_14,Init,No Fault,ISO9001,High,21.02,13.31,False,True,False
6283,3.662147092605331,6.61821030070145,3.586113744269887,North,Fam_07,Processing,No Fault,ISO9001,High,26.76,11.04,True,False,False
6284,3.7124230854208897,11.436826833537165,5.203391462712236,East,Fam_33,Assembly,No Fault,ISO9001,High,24.03,8.94,True,False,False
6285,3.7173912406053455,3.3578357285113123,2.0544050909866014,East,Fam_02,Final,No Fault,ISO9001,Medium,21.2,10.38,False,False,True
6286,5.540781219891273,3.832809636486101,2.1969261876671253,West,Fam_02,Init,No Fault,ISO9001,High,22.18,8.96,True,False,False
6287,5.919739168169817,3.929216297007071,2.6283867303626303,East,Fam_27,Final,,ISO9001,Medium,17.09,10.49,False,False,True
6288,0.6552146201782393,3.130377890087086,1.6343085223152112,East,Fam_23,Assembly,No Fault,ISO9001,Low,16.82,6.99,True,False,False
6289,2.327554748618452,4.080885417321293,1.9740682758967347,South,Fam_07,Processing,No Fault,ISO9001,Low,29.94,7.71,False,False,True
6290,3.699084017801973,3.265699700463085,2.240566971628911,South,Fam_02,Processing,No Fault,ISO9001,High,23.15,9.64,False,False,True
6291,2.4312183326426995,4.7140916705278455,2.5251042352434574,North,Fam_32,Assembly,No Fault,ISO9001,Low,20.19,8.77,True,False,False
6292,6.305885210623808,5.875815080586785,1.6882448709735964,North,Fam_39,Processing,No Fault,ISO9001,Medium,25.01,0.49,False,True,False
6293,3.654027417555804,2.453241021033388,2.021457105680145,East,Fam_37,Assembly,No Fault,ISO9001,Medium,18.95,9.86,True,False,False
6294,0.7178471866900021,3.079355817081689,1.893421324031883,East,Fam_21,Assembly,No Fault,ISO9001,Medium,25.87,7.91,True,False,False
6295,2.1889881497261645,2.3844042709920763,1.0460351409733288,North,Fam_09,Final,No Fault,ISO9001,Low,24.68,4.71,False,False,True
6296,5.109412389635296,5.646761306682549,2.524243385960219,North,Fam_06,Processing,,ISO9001,High,20.32,6.13,True,False,False
6297,4.179426605932509,4.286264532161469,2.2399077458876238,East,Fam_37,Assembly,No Fault,ISO9001,Medium,21.83,7.95,True,False,False
6298,2.0268521245655293,4.164212360350781,2.4180924221865614,South,Fam_06,Final,No Fault,ISO9001,Medium,25.96,7.69,False,False,True
6299,4.108765680294514,5.32585190928239,3.093826094650978,South,Fam_02,Final,No Fault,ISO9001,High,19.05,10.36,True,False,False
6300,2.047473780132903,3.332407747233638,1.222462598370317,North,Fam_02,Init,No Fault,ISO9001,Low,17.28,3.95,False,False,True
6301,3.699137099522151,,3.3939669221109363,East,Fam_34,Final,No Fault,ISO9001,High,24.33,6.23,True,False,False
6302,1.265851753594646,3.1975139125077905,1.8962043520829084,North,Fam_02,Processing,,ISO9001,Low,20.73,7.25,True,False,False
6303,1.885181301410686,3.947277235862448,2.1391085937951244,South,Fam_15,Assembly,Low,ISO9001,Low,27.71,7.93,False,True,False
6304,6.2642870945252245,3.3875513729762363,2.1600777315313966,East,Fam_37,Init,No Fault,ISO9001,Low,18.34,10.16,True,False,False
6305,4.930644583677425,3.8485534069388234,2.7883688558960795,East,Fam_24,Assembly,No Fault,ISO9001,Medium,18.04,12.95,False,False,True
6306,3.041721700292716,5.269680733223223,2.7518594935288165,East,Fam_35,Final,Low,ISO9001,High,24.84,8.37,True,False,False
6307,8.862698373647302,4.415253359616745,2.239036374305752,West,Fam_12,Processing,,ISO9001,High,23.18,6.29,True,False,False
6308,4.02182935725012,3.1319972070951603,2.227078721666404,West,Fam_20,Assembly,No Fault,ISO9001,Low,16.89,9.03,True,False,False
6309,3.069660057544628,2.025889848110485,0.9489979905659882,North,Fam_13,Assembly,No Fault,ISO9001,Low,26.3,6.97,False,False,True
6310,0.4157680882438694,3.168546280547116,2.7108976246046232,North,Fam_17,Processing,No Fault,ISO9001,Medium,27.88,11.9,True,False,False
6311,4.572778312593743,,2.7225323526809952,East,Fam_25,Assembly,Low,ISO9001,High,24.4,12.32,False,False,True
6312,7.683460387384279,3.933548114826714,2.915991474587427,East,Fam_13,Assembly,No Fault,ISO9001,High,20.02,12.04,True,False,False
6313,0.247191568487989,2.302229425369116,2.3478974532985117,West,Fam_05,Final,No Fault,ISO9001,Low,25.71,13.38,True,False,False
6314,4.958116422889608,5.619624661525224,2.873147664022877,East,Fam_33,Final,No Fault,ISO9001,High,21.23,9.37,True,False,False
6315,8.022878101677023,3.623534856010569,,North,Fam_13,Final,No Fault,ISO9001,Medium,20.04,11.31,True,False,False
6316,7.998637556070928,5.834389882688368,3.2984848516891416,South,Fam_37,Assembly,No Fault,ISO9001,Low,15.58,10.47,False,False,True
6317,4.167475154710633,4.68417195081263,1.6874578886171177,East,Fam_26,Final,No Fault,ISO9001,Low,30.91,4.01,False,True,False
6318,1.687554855749262,3.491389081725606,2.018553203729066,North,Fam_18,Assembly,No Fault,ISO9001,Low,18.85,9.69,True,False,False
6319,4.505476322252068,6.175656614917541,3.358611860414527,West,Fam_27,Final,,ISO9001,Medium,16.53,11.37,True,False,False
6320,4.156764449487902,2.518830146165953,1.2893720254967564,South,Fam_20,Processing,No Fault,ISO9001,Low,27.17,6.0,False,False,True
6321,1.5119194316100124,8.497361043037245,4.18168116290714,West,Fam_06,Processing,,ISO9001,,17.5,10.27,False,True,False
6322,3.701624590182981,4.908080377085572,2.7404027074665067,South,Fam_12,Processing,No Fault,ISO9001,High,26.52,8.96,False,False,True
6323,,4.110312767430874,2.90636078498768,West,Fam_10,Processing,No Fault,ISO9001,High,26.5,12.61,True,False,False
6324,5.337065228494409,6.092431371255509,3.1334965921360567,West,Fam_22,Assembly,No Fault,ISO9001,Medium,17.08,10.27,True,False,False
6325,3.005712454421197,,0.9676821941347016,North,Fam_13,Processing,No Fault,ISO9001,Low,22.26,2.83,True,False,False
6326,3.6275990327284102,6.702177032021738,2.746961266960342,South,Fam_01,Processing,No Fault,ISO9001,High,29.37,7.24,False,False,True
6327,4.198438893683776,2.026554247533604,1.617807763078384,North,Fam_32,Init,No Fault,ISO9001,,14.96,8.59,False,False,True
6328,6.152063149231342,4.421840040478438,2.2533713676744345,West,Fam_15,Init,No Fault,ISO9001,High,27.42,7.83,True,False,False
6329,6.117351722307243,6.872632399882305,3.64382311081914,East,Fam_05,Assembly,,ISO9001,High,21.12,10.04,True,False,False
6330,6.626796679217962,6.527155438660779,3.848724666594336,East,Fam_01,Final,No Fault,ISO9001,High,23.64,11.53,True,False,False
6331,1.6255341570047996,3.980626398378956,2.387294249855876,East,Fam_15,Final,No Fault,ISO9001,High,25.35,10.96,False,False,True
6332,1.695561341258466,4.52782208032959,1.867275587680322,East,Fam_03,Assembly,No Fault,ISO9001,Low,19.61,5.76,True,False,False
6333,1.3958445118125895,3.878040683115331,2.787278059059019,North,Fam_04,Assembly,No Fault,ISO9001,High,23.18,11.71,True,False,False
6334,5.756395819667166,3.2375835111092,2.098401241365341,East,Fam_33,Final,No Fault,ISO9001,Low,14.15,9.71,False,False,True
6335,2.9814132016939183,3.1162422751586454,1.5135286471114775,West,Fam_01,Final,No Fault,ISO9001,,24.33,7.05,False,False,True
6336,6.443382009266369,3.4371460172217523,2.092547884035903,South,Fam_18,Processing,No Fault,ISO9001,Low,31.98,9.85,True,False,False
6337,2.6710511479752808,4.298925040263192,1.65640433305021,East,Fam_01,Processing,No Fault,ISO9001,Low,16.63,3.07,False,False,True
6338,1.504607400567623,3.1794217887817853,1.6613567923481576,East,Fam_27,Processing,No Fault,ISO9001,Medium,25.97,6.85,False,False,True
6339,1.6415585401390929,4.890560898379489,2.42232202166728,South,Fam_01,Init,No Fault,ISO9001,High,25.42,8.32,True,False,False
6340,2.641132039170884,6.378267182828938,2.64234243163398,East,Fam_39,Assembly,No Fault,ISO9001,Medium,26.87,5.06,True,False,False
6341,0.453359094646923,3.022084797265824,1.5644139882953825,North,Fam_33,Final,High,ISO9001,Low,20.62,6.59,False,False,True
6342,,3.927685049796342,1.814678490909435,North,Fam_23,Init,No Fault,ISO9001,High,24.35,6.43,False,False,True
6343,2.382153226901937,4.819214073224603,2.778661795751944,West,Fam_09,Assembly,No Fault,ISO9001,Medium,20.16,7.88,True,False,False
6344,1.9761656803480487,3.136321960053271,1.823909748447932,North,Fam_03,Processing,No Fault,ISO9001,Medium,24.9,8.71,True,False,False
6345,2.749950438485037,6.910131322938578,3.2843396939237905,North,Fam_11,Init,No Fault,ISO9001,High,27.12,8.07,False,False,True
6346,1.6766152930721367,3.2098380984596493,2.757191439772847,East,Fam_02,Processing,No Fault,ISO9001,Medium,,,False,False,True
6347,3.0758177444875003,5.232117948802672,2.2619142541461885,South,Fam_03,Final,No Fault,ISO9001,Low,29.7,6.36,True,False,False
6348,6.077240632351852,3.9652676584133393,2.114021762100621,South,Fam_09,Final,No Fault,ISO9001,Medium,28.75,6.55,False,True,False
6349,6.498217865523343,3.1304665986605897,1.893833852418647,South,Fam_07,Processing,No Fault,ISO9001,Low,29.57,9.42,True,False,False
6350,6.065855844953949,,2.627117089978546,North,Fam_22,Assembly,No Fault,ISO9001,High,24.64,10.7,True,False,False
6351,3.1808821667248104,4.973292610502099,2.0333221524099434,West,Fam_01,Processing,No Fault,ISO9001,High,22.63,5.01,True,False,False
6352,2.074308463482116,2.4486359307537944,1.3522934252766825,West,Fam_12,Final,No Fault,ISO9001,Low,18.75,7.73,False,False,True
6353,2.461580455598992,3.22025855138023,2.3290775662502043,East,Fam_07,Processing,No Fault,ISO9001,Low,25.77,11.6,True,False,False
6354,,,3.5630893854881,South,Fam_30,Processing,Low,ISO9001,High,29.27,12.35,True,False,False
6355,1.2050440743910982,2.060664518574731,1.74627278364928,East,Fam_21,Assembly,No Fault,ISO9001,Medium,20.91,10.26,False,False,True
6356,5.077515749980114,,3.1142309235246173,South,Fam_01,Processing,No Fault,ISO9001,High,19.85,8.7,False,False,True
6357,3.9689292118583697,2.691124641232744,1.7761066442315534,South,Fam_05,Final,No Fault,ISO9001,Low,31.02,8.72,False,False,True
6358,5.264431855558697,3.8780752399045886,1.3891128421593013,North,Fam_39,Processing,No Fault,ISO9001,Low,,,True,False,False
6359,3.1374253429507224,5.810161526763207,3.25152079833551,East,Fam_14,Processing,No Fault,ISO9001,High,22.5,9.52,True,False,False
6360,4.090741782261069,3.440130164527897,,West,Fam_37,Processing,,ISO9001,Low,16.83,4.84,True,False,False
6361,3.5303321768755414,2.198395268212379,0.975014496263816,East,Fam_28,Final,No Fault,ISO9001,Low,16.79,6.37,False,False,True
6362,3.94926644185068,7.279910166396183,4.448660683998588,West,Fam_37,Assembly,Low,ISO9001,High,19.77,14.7,False,True,False
6363,4.684272557585968,5.004953400268624,2.6668472876636984,West,Fam_06,Processing,No Fault,ISO9001,Low,16.17,8.78,True,False,False
6364,2.517734603112347,3.726883338208108,2.576410989162496,North,Fam_04,Final,No Fault,ISO9001,High,21.99,10.64,True,False,False
6365,5.054582621308452,2.7018820123435154,2.071723542572037,West,Fam_06,Processing,No Fault,ISO9001,Medium,27.54,11.06,False,False,True
6366,5.324938643273035,3.5728152222589564,1.7623936456013556,South,Fam_01,Assembly,No Fault,ISO9001,High,21.26,6.57,True,False,False
6367,0.9206145457646684,5.507914227072809,1.928356314623616,South,Fam_07,Processing,No Fault,ISO9001,Low,22.67,3.29,False,False,True
6368,1.891474958435261,6.758890359245936,3.3962679542460577,East,Fam_08,Init,No Fault,ISO9001,High,21.46,8.62,True,False,False
6369,7.058530780957728,4.349265972123422,1.9085389542178617,East,Fam_31,Assembly,Low,ISO9001,Medium,20.31,6.59,True,False,False
6370,4.257228876157267,2.6855721310095766,1.072925143655208,East,Fam_23,Init,Low,ISO9001,Low,18.97,5.28,True,False,False
6371,2.4211889169224614,5.364993269009434,2.4773123667638317,East,Fam_03,Assembly,No Fault,ISO9001,Medium,22.61,6.31,False,False,True
6372,,3.527010069322752,3.479152882493715,North,Fam_05,Init,No Fault,ISO9001,Medium,18.83,16.38,True,False,False
6373,1.696120978957676,4.4988725199118855,2.4329949146201955,East,Fam_04,Assembly,No Fault,ISO9001,High,22.65,9.51,False,True,False
6374,4.031945564921497,7.037933382919135,3.265224458905206,South,Fam_18,Final,No Fault,ISO9001,High,21.7,6.56,True,False,False
6375,9.484241101122224,3.5454231497887183,1.4766139386373178,South,Fam_01,Processing,No Fault,ISO9001,Medium,23.49,4.37,True,False,False
6376,0.8935947254888843,1.8283924113012744,1.408367802216611,West,Fam_31,Init,No Fault,ISO9001,Low,23.7,8.94,False,False,True
6377,2.551156988475004,5.494270008778459,3.2900648189128874,South,Fam_06,Processing,Low,ISO9001,High,29.25,10.93,False,False,True
6378,6.646144779957945,1.301247355189973,1.3102599178376768,South,Fam_02,Assembly,,ISO9001,Low,19.57,7.83,False,False,True
6379,,4.561588458957571,2.139409620077691,South,Fam_08,Assembly,Low,ISO9001,Medium,26.85,8.05,False,False,True
6380,4.573326755369585,,2.003513870865247,West,Fam_06,Processing,No Fault,ISO9001,Medium,20.62,7.18,False,True,False
6381,5.511794674667465,4.375850839358621,2.980989129190141,East,Fam_23,Assembly,No Fault,ISO9001,High,22.64,12.19,True,False,False
6382,2.183847677552704,1.6031374468527124,1.1037390721521083,South,Fam_02,Processing,No Fault,ISO9001,Low,26.55,7.71,True,False,False
6383,7.138410687386208,4.124036167067192,2.50163188889518,North,Fam_09,Assembly,No Fault,ISO9001,High,25.44,8.41,True,False,False
6384,3.949949829517195,4.703120018661194,2.242869035993068,East,Fam_25,Processing,No Fault,ISO9001,Medium,23.18,7.84,True,False,False
6385,2.231431289661351,5.563381630380525,2.499449836221371,West,Fam_01,Processing,No Fault,ISO9001,Medium,20.73,6.0,True,False,False
6386,3.861917552773198,3.8512526585835407,1.5646461631685789,North,Fam_17,Assembly,No Fault,ISO9001,Low,17.29,4.55,False,False,True
6387,4.59974353911928,3.133792148920737,2.3784759184370694,South,Fam_26,Final,No Fault,ISO9001,Medium,23.69,12.1,False,False,True
6388,3.201728407331145,3.794317545049277,1.452633872504716,East,Fam_01,Assembly,No Fault,ISO9001,Low,20.08,4.4,True,False,False
6389,5.084095629709384,3.065677633269717,2.188188083583305,North,Fam_04,Assembly,No Fault,ISO9001,High,27.1,9.98,False,True,False
6390,6.863554435024569,,2.1734233929817908,East,Fam_08,Processing,No Fault,ISO9001,High,25.77,8.02,True,False,False
6391,1.396789150713977,3.3513482038166944,3.212330827331398,West,Fam_03,Assembly,No Fault,ISO9001,High,19.7,15.79,True,False,False
6392,3.5571797637947986,3.786609544489904,1.982859486011288,West,Fam_08,Processing,,ISO9001,Medium,25.39,6.98,False,True,False
6393,4.543055923967249,2.674789262320522,1.7623363732731592,North,Fam_33,Processing,No Fault,ISO9001,Medium,25.14,8.47,True,False,False
6394,3.20931792495335,4.841475868552768,2.672947772620345,South,Fam_06,Assembly,No Fault,ISO9001,High,28.74,9.85,True,False,False
6395,6.471078905780089,4.497903945049232,2.073982956226992,North,Fam_33,Processing,Low,ISO9001,Medium,19.58,5.21,True,False,False
6396,3.26759140534814,3.5980361861475245,1.5673883557824295,West,Fam_20,Assembly,Low,ISO9001,Low,23.82,5.44,True,False,False
6397,3.514562753855151,4.164257254452292,2.792475975011944,North,Fam_24,Assembly,No Fault,ISO9001,High,23.06,11.14,True,False,False
6398,1.793347458381657,2.414414283435957,,West,Fam_11,Assembly,No Fault,ISO9001,Low,,,True,False,False
6399,2.184022988531847,4.003980700721729,1.602754825681004,West,Fam_06,Final,No Fault,ISO9001,Medium,21.36,4.67,True,False,False
6400,8.761317914741916,,1.142078426210647,South,Fam_09,Processing,No Fault,ISO9001,Medium,23.04,5.51,False,False,True
6401,4.547938381611568,2.391297448067047,1.0053850589871465,East,Fam_16,Assembly,Low,ISO9001,Low,21.4,4.6,True,False,False
6402,8.794470324589168,9.52051209257998,3.682259943247059,East,Fam_01,Processing,No Fault,ISO9001,,28.09,4.15,False,True,False
6403,0.8232803882288376,3.094603408077216,2.1857163777800626,South,Fam_35,Assembly,No Fault,ISO9001,Medium,23.36,9.99,False,False,True
6404,4.429767082334493,3.780511509693692,1.33821084120295,West,Fam_31,Final,No Fault,ISO9001,,23.08,2.55,False,False,True
6405,3.754902417669264,3.766934374100424,,East,Fam_01,Processing,No Fault,ISO9001,Low,30.76,4.71,False,False,True
6406,0.9211242747019428,3.3577358192365816,1.74699309507683,West,Fam_39,Processing,No Fault,ISO9001,Low,18.75,9.07,False,False,True
6407,4.670169472254157,3.021200142313805,1.2776556996105053,East,Fam_20,Assembly,No Fault,ISO9001,Low,20.37,3.81,False,False,True
6408,3.732635826541597,2.3016642503789475,1.8078224715562543,North,Fam_40,Final,No Fault,ISO9001,Low,17.23,11.12,False,False,True
6409,4.844414434271368,3.949434556274823,1.6170006257931062,North,Fam_13,Assembly,No Fault,ISO9001,Low,16.33,4.42,True,False,False
6410,6.020342930990363,2.234940499580624,1.4336833281199592,West,Fam_22,Assembly,Low,ISO9001,Medium,20.56,9.38,False,False,True
6411,3.46195772169248,3.079327311578841,1.5363823598301751,West,Fam_40,Assembly,No Fault,ISO9001,Low,18.59,6.15,False,False,True
6412,1.7146311366800533,6.517839974569742,3.603605963767464,South,Fam_34,Processing,No Fault,ISO9001,High,26.88,11.65,True,False,False
6413,3.666320222716546,2.572819839626671,0.6638671419130615,North,Fam_08,Processing,No Fault,ISO9001,Low,21.08,3.34,False,False,True
6414,2.1011393496806163,3.722253060412388,2.31389422714004,East,Fam_31,Processing,No Fault,ISO9001,Medium,28.59,11.15,False,False,True
6415,3.6388168049749696,3.2178366179647293,1.1786532053283048,South,Fam_03,Processing,Low,ISO9001,Low,29.24,2.41,True,False,False
6416,1.8980297476401355,2.8368663571022474,1.627925010215752,East,Fam_26,Processing,No Fault,ISO9001,Low,24.98,7.82,False,False,True
6417,5.766979916648843,2.5135457648154165,0.8874602895497263,West,Fam_26,Processing,,ISO9001,Low,29.51,4.49,False,False,True
6418,3.2111383086979117,1.2232829003053822,1.6221409712236388,North,Fam_08,Final,No Fault,ISO9001,Medium,23.83,12.06,True,False,False
6419,4.324935190881752,4.809584662867697,2.7231739849505887,East,Fam_08,Assembly,No Fault,ISO9001,High,20.89,8.7,False,False,True
6420,0.570086585847646,1.7686308259653185,1.6644864912773492,North,Fam_35,Init,No Fault,ISO9001,Medium,21.04,11.29,True,False,False
6421,5.525808762985202,2.6644753914904653,1.1972502138330567,East,Fam_27,Processing,Low,ISO9001,Medium,22.04,5.66,True,False,False
6422,6.255141259197506,3.463275295261591,2.537073714164954,West,Fam_25,Processing,No Fault,ISO9001,High,,,False,False,True
6423,1.01445795168026,4.635607540209877,1.45061264579112,North,Fam_16,Processing,No Fault,ISO9001,Low,26.08,1.86,True,False,False
6424,4.801406020379989,3.0570059295702494,2.065514303748468,East,Fam_08,Init,No Fault,ISO9001,Medium,19.63,10.72,False,False,True
6425,2.2848147590033934,4.905666482178489,2.092245876632268,South,Fam_11,Processing,No Fault,ISO9001,Medium,24.15,5.91,False,False,True
6426,4.623938484536872,4.587636386395356,1.9788106538753727,North,Fam_09,Processing,,ISO9001,Medium,19.94,6.37,True,False,False
6427,5.355944912108948,4.244810633493072,2.134439888882173,East,Fam_22,Processing,No Fault,ISO9001,Medium,21.14,7.37,False,False,True
6428,4.075065183877618,5.741918820271292,2.699001029787902,East,Fam_32,Assembly,No Fault,ISO9001,High,21.94,6.95,True,False,False
6429,3.4125110540156407,2.842932627897624,1.5446009083068812,South,Fam_20,Final,No Fault,ISO9001,Medium,25.83,8.09,False,False,True
6430,4.75030934092577,2.2817262805712075,1.5357272087190532,West,Fam_10,Init,,ISO9001,Medium,22.79,8.44,True,False,False
6431,4.10836163098168,5.687801013604564,3.376308264367707,East,Fam_22,Final,No Fault,ISO9001,Medium,18.0,10.02,True,False,False
6432,2.811140666240995,10.11725400155076,4.21510025706346,East,Fam_06,Init,No Fault,ISO9001,High,27.56,5.37,False,False,True
6433,5.544194485421071,3.974114211508798,1.7569241109260618,West,Fam_12,Processing,Low,ISO9001,Medium,21.24,4.49,True,False,False
6434,2.346581006327884,4.271350312401092,3.145689174389145,North,Fam_26,Processing,Low,ISO9001,Medium,23.01,12.29,False,False,True
6435,3.1772208563518065,2.494372142062925,0.6881398781051253,North,Fam_29,Assembly,No Fault,ISO9001,Medium,22.13,3.19,True,False,False
6436,5.147095869629294,4.18051112473742,1.9131420702720137,North,Fam_30,Processing,No Fault,ISO9001,Medium,19.67,6.86,False,False,True
6437,5.702872777057947,3.2184697982978334,2.418933046154037,South,Fam_38,Init,No Fault,ISO9001,High,23.06,10.5,False,False,True
6438,3.962181620433628,3.423233966398589,1.489853980512717,South,Fam_03,Processing,Low,ISO9001,Medium,23.64,6.81,False,False,True
6439,3.2438111295951,2.2989838694499047,1.4495332597669497,East,Fam_04,Processing,No Fault,ISO9001,Low,26.72,7.16,True,False,False
6440,2.6592736672301114,2.906658800119534,1.1606207889894773,West,Fam_38,Final,No Fault,ISO9001,,21.16,3.56,True,False,False
6441,2.341352404067211,4.784868286838398,2.8456361345259484,East,Fam_06,Assembly,Low,ISO9001,High,24.96,7.93,True,False,False
6442,3.916113393251933,4.750936758299954,3.0406184466686663,East,Fam_06,Processing,No Fault,ISO9001,High,20.2,11.47,True,False,False
6443,5.127267202281233,3.871386305415293,2.194651756788032,West,Fam_37,Init,No Fault,ISO9001,,19.07,8.74,False,False,True
6444,5.8341481652427865,5.375510793485083,2.5770238758021997,South,Fam_04,Final,No Fault,ISO9001,High,28.71,8.74,True,False,False
6445,7.61522793686091,3.1637640772030533,1.6629471851453526,East,Fam_39,Processing,,ISO9001,Low,18.66,8.56,False,False,True
6446,4.440762273376229,4.3353999692904335,1.796550823896703,West,Fam_07,Final,No Fault,ISO9001,Medium,22.62,5.05,True,False,False
6447,3.426379795262842,3.8720524579839206,1.851133052272989,South,Fam_16,Processing,Low,ISO9001,,24.21,5.84,False,False,True
6448,6.944959827273351,7.716147798795983,3.230611876342019,South,Fam_05,Assembly,No Fault,ISO9001,High,26.5,5.66,False,False,True
6449,5.081741673622643,4.59349291067104,2.4002115842427143,North,Fam_32,Assembly,No Fault,ISO9001,Medium,19.28,8.38,False,False,True
6450,3.764639966172298,2.814812033375933,1.3827091515602152,East,Fam_07,Assembly,Low,ISO9001,Low,21.03,5.74,True,False,False
6451,2.377723403296596,5.995431044139986,3.4704109363798,East,Fam_12,Init,No Fault,ISO9001,High,24.59,11.16,True,False,False
6452,2.82095857877993,6.5406784635653965,,South,Fam_16,Final,No Fault,ISO9001,Medium,27.85,2.39,False,True,False
6453,4.728230866696109,3.809981119333047,2.380479732688675,North,Fam_38,Assembly,,ISO9001,Medium,24.77,10.58,True,False,False
6454,5.907569203841515,5.434469820618252,,North,Fam_18,Assembly,No Fault,ISO9001,High,23.26,3.38,False,True,False
6455,3.486893849064004,4.651566275412992,1.9839641968640165,South,Fam_21,Processing,No Fault,ISO9001,High,24.99,5.46,False,False,True
