,sensor_packet,runtime_hours,lubrication_index,machine_health_index,operation_mode,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality
4323,T:22.75 V:6.78 H:42.9,3.0620708123498988,3.595480404718119,1.764883170292371,semi_auto,North,Fam_05,Init,No Fault,ISO9001,Medium
4324,T:23.71 V:7.80 H:61.6,1.2299488381481476,6.632630335825792,2.8871473805506693,auto,West,Fam_03,Processing,No Fault,ISO9001,High
4325,T:21.05 V:10.12 H:46.3,0.658231400183766,4.580162684615491,2.605101656506433,auto,South,Fam_23,Assembly,Low,ISO9001,
4326,T:19.16 V:10.98 H:29.8,,1.6327396372499383,1.2940866906448898,semi_auto,North,Fam_10,Processing,No Fault,ISO9001,Low
4327,T:17.94 V:6.61 H:44.3,4.239185430930175,3.735936052202917,1.8115964105032916,auto,South,Fam_08,Assembly,No Fault,ISO9001,Low
4328,T:18.51 V:6.87 H:28.0,6.556626581969301,5.088558470046812,2.264775998392281,auto,South,Fam_22,Init,,ISO9001,Medium
4329,T:23.09 V:5.48 H:45.5,5.843213647267546,3.234468170924505,1.4735734196887638,semi_auto,South,Fam_07,Final,No Fault,ISO9001,Low
4330,T:19.70 V:7.77 H:50.7,5.527417337257431,3.47510166797048,1.9529135955622348,auto,South,Fam_05,Assembly,Low,ISO9001,Low
4331,T:19.99 V:8.48 H:39.6,1.9636698619587296,5.089621657150779,2.6390979434993884,manual,South,Fam_23,Processing,No Fault,ISO9001,Medium
4332,T:25.18 V:6.73 H:60.7,4.4070674368904,3.852084413471085,1.5983600747501354,auto,West,Fam_23,Processing,No Fault,ISO9001,High
4333,T:32.59 V:9.25 H:55.4,3.708688964331671,4.083639808305195,2.2551899079603315,semi_auto,South,Fam_03,Processing,No Fault,ISO9001,Low
4334,T:22.63 V:7.48 H:23.2,5.89487092359572,2.041477767709319,1.3296118637699743,semi_auto,North,Fam_12,Processing,No Fault,ISO9001,Medium
4335,T:24.64 V:5.79 H:46.4,4.7147468233019385,6.585011954155231,,auto,South,Fam_19,Final,No Fault,ISO9001,High
4336,T:24.88 V:10.58 H:46.2,,,,auto,South,Fam_15,Assembly,No Fault,ISO9001,High
4337,T:26.42 V:10.65 H:33.3,3.778433672781116,3.761651675769254,2.2519968745393038,semi_auto,East,Fam_23,Init,No Fault,ISO9001,High
4338,T:19.03 V:10.60 H:63.6,5.3180959694219885,4.612735408316799,2.782749664812196,auto,North,Fam_39,Final,No Fault,ISO9001,Medium
4339,T:23.03 V:0.56 H:37.7,2.241130579972852,3.605681712550637,0.7931882557435223,auto,West,Fam_14,Processing,,ISO9001,Low
4340,T:17.32 V:7.76 H:53.5,2.70752684790276,5.495728814837099,2.539172626847184,auto,North,Fam_40,Processing,Low,ISO9001,Low
4341,T:28.56 V:6.78 H:56.0,2.908504499830964,3.6151284683942975,,manual,West,Fam_07,Processing,,ISO9001,Medium
4342,T:21.41 V:5.69 H:38.8,2.5998514863576783,,1.7454118729732315,semi_auto,South,Fam_20,Final,No Fault,ISO9001,
4343,T:18.08 V:4.44 H:63.4,7.0503118508120615,5.462780980097853,2.1322529424672294,semi_auto,West,Fam_17,Assembly,No Fault,ISO9001,Medium
4344,T:19.16 V:14.80 H:59.4,4.665869075066107,2.911185385806994,2.503563648281009,auto,East,Fam_32,Assembly,Low,ISO9001,Low
4345,T:22.35 V:5.87 H:54.8,5.638520006341787,,1.9362322164463577,manual,East,Fam_16,Assembly,Low,ISO9001,High
4346,T:17.81 V:5.60 H:67.2,5.380374783025588,6.808421616783497,2.818752743539949,semi_auto,South,Fam_25,Processing,Medium,ISO9001,Low
4347,T:24.79 V:3.30 H:27.5,1.3547429499729269,,1.0257196497010448,auto,East,Fam_15,Processing,No Fault,ISO9001,Low
4348,T:20.76 V:8.90 H:35.1,5.978280622116037,2.64774560131899,1.7624885961717291,auto,North,Fam_07,Processing,No Fault,ISO9001,Low
4349,T:26.81 V:10.15 H:54.8,5.093698420429424,3.534755493132802,2.250810747625063,auto,North,Fam_17,Processing,Low,ISO9001,Medium
4350,T:26.83 V:6.88 H:48.2,0.4850589449809158,2.5383269280074665,1.4989699663391938,auto,South,Fam_12,Init,No Fault,ISO9001,Medium
4351,T:20.16 V:9.91 H:44.0,8.08303013268293,2.5081946098185397,1.74565330101664,auto,East,Fam_24,Init,No Fault,ISO9001,Medium
4352,,1.7548145200234762,3.329973847522979,1.550153396178087,auto,West,Fam_28,Assembly,,ISO9001,Medium
4353,T:20.51 V:5.71 H:62.7,5.95908433362394,2.983826106898669,1.517993996129404,auto,North,Fam_18,Assembly,No Fault,ISO9001,Medium
4354,T:24.08 V:4.64 H:44.9,,3.518657303743101,1.3850015153499189,auto,North,Fam_33,Processing,No Fault,ISO9001,Low
4355,T:20.73 V:12.22 H:40.7,3.291725650014928,2.572719360112277,2.2097426285661568,auto,West,Fam_09,Processing,No Fault,ISO9001,Medium
4356,T:20.49 V:13.81 H:37.3,5.437729957755431,4.194129217320944,3.219901689597715,auto,East,Fam_12,Final,No Fault,ISO9001,High
4357,T:20.47 V:7.63 H:42.3,2.7976206478557017,3.540330420635708,2.1391270139846634,auto,West,Fam_13,Processing,No Fault,ISO9001,Medium
4358,T:28.83 V:13.58 H:58.2,3.195024128346125,3.0730873144923248,2.9109710618562765,auto,West,Fam_03,Processing,No Fault,ISO9001,High
4359,T:16.61 V:8.83 H:54.7,10.043685889852672,3.5161825715063717,2.071560707766817,auto,North,Fam_02,Processing,No Fault,ISO9001,Low
4360,T:22.53 V:8.52 H:48.6,5.356588124026795,3.0420423237751586,2.022245692215269,semi_auto,West,Fam_21,Assembly,Low,ISO9001,High
4361,,3.606036933628855,3.0597249199973886,1.8672150721477576,auto,South,Fam_03,Init,No Fault,ISO9001,Medium
4362,T:22.06 V:8.93 H:47.5,4.507898790473445,4.033951751610852,2.4083887730388125,auto,South,Fam_15,Assembly,No Fault,ISO9001,High
4363,T:19.36 V:5.93 H:37.1,4.754453847242292,6.21506828460747,2.74239391207789,manual,North,Fam_06,Init,No Fault,ISO9001,Medium
4364,T:19.53 V:5.85 H:48.8,2.05498435534391,2.8227940680326133,1.4750299476720916,semi_auto,North,Fam_05,Init,No Fault,ISO9001,Low
4365,T:23.26 V:2.74 H:53.2,1.5435349356241757,4.846885222912417,1.6182845721698949,auto,South,Fam_04,Processing,No Fault,ISO9001,
4366,T:20.75 V:10.43 H:61.6,1.1176569263160212,2.899099819368693,,semi_auto,North,Fam_30,Assembly,No Fault,ISO9001,Low
4367,T:21.62 V:6.50 H:56.3,5.80840133052746,4.887508967020433,2.51642446523092,manual,East,Fam_10,Processing,No Fault,ISO9001,High
4368,T:22.52 V:9.55 H:53.2,4.3981514560331645,7.28222964507318,3.4984958062093123,auto,South,Fam_20,Assembly,No Fault,ISO9001,High
4369,T:17.35 V:4.96 H:63.0,4.629465612321923,5.673650230528295,2.06917766026381,manual,East,Fam_01,Processing,No Fault,ISO9001,Low
4370,T:16.00 V:5.60 H:40.9,,5.463420151422248,2.320000323749136,auto,North,Fam_29,Assembly,No Fault,ISO9001,Medium
4371,T:23.05 V:4.78 H:51.2,1.5139127724658037,1.783231908871105,0.5599183046940397,auto,East,Fam_08,Init,No Fault,ISO9001,Low
4372,T:21.34 V:8.31 H:66.4,4.957479118924242,4.698741986712732,2.5540654154251614,auto,South,Fam_19,Assembly,,ISO9001,High
4373,T:24.17 V:4.40 H:47.8,,2.554016003720766,1.0257588060547114,semi_auto,West,Fam_11,Init,No Fault,ISO9001,Low
4374,T:18.74 V:6.32 H:37.6,5.854403023277236,1.9998366297289307,1.214832733419822,semi_auto,East,Fam_40,Assembly,No Fault,ISO9001,Medium
4375,T:13.39 V:4.71 H:45.8,3.907394239577596,2.874047091693551,1.191635435882081,semi_auto,North,Fam_08,Assembly,No Fault,ISO9001,
4376,T:28.05 V:7.11 H:42.8,1.441279502799801,3.953376627108821,1.950186142112493,auto,East,Fam_29,Processing,No Fault,ISO9001,Medium
4377,T:29.83 V:8.72 H:19.3,4.199284297310713,3.6610942631035273,2.0595343278835294,semi_auto,West,Fam_37,Processing,Low,ISO9001,Low
4378,T:26.13 V:3.21 H:40.3,3.76562591058234,4.097606472226995,1.404309534224439,semi_auto,West,Fam_12,Init,No Fault,ISO9001,Medium
4379,T:26.22 V:14.12 H:52.1,8.384656961342676,7.026676641898975,4.107884424466372,manual,West,Fam_03,Processing,No Fault,ISO9001,High
4380,T:25.16 V:4.98 H:52.4,4.520034248760991,6.340450489946087,2.5695688498489435,semi_auto,North,Fam_01,Assembly,No Fault,ISO9001,High
4381,T:29.20 V:6.60 H:60.5,4.013598066173479,5.946175514641144,2.592076670812368,auto,East,Fam_12,Init,No Fault,ISO9001,Medium
4382,T:21.22 V:8.76 H:38.1,4.4317212956137535,13.45018485956508,5.995279809969478,manual,East,Fam_03,Processing,No Fault,ISO9001,High
4383,T:21.97 V:6.24 H:37.7,3.113756850619194,2.663238819337133,,manual,North,Fam_04,Processing,No Fault,ISO9001,Medium
4384,T:20.54 V:8.94 H:43.5,3.445342047330537,3.1389916661686303,1.8976162746338536,auto,North,Fam_23,Final,,ISO9001,Medium
4385,T:31.32 V:10.16 H:67.8,2.9945861031501835,5.147973600015973,2.9662638814665465,manual,East,Fam_03,Init,No Fault,ISO9001,Low
4386,T:21.56 V:3.72 H:40.4,1.9206804665104096,2.5773548865229268,1.0348967497420651,semi_auto,South,Fam_07,Assembly,No Fault,ISO9001,Low
4387,T:24.42 V:6.55 H:60.0,4.907872458755583,4.661316569785432,2.308252025477139,semi_auto,East,Fam_06,Processing,No Fault,ISO9001,High
4388,T:26.31 V:5.55 H:43.2,6.537227781294819,3.1892126005127506,1.535255671290331,semi_auto,East,Fam_01,Final,No Fault,ISO9001,High
4389,T:22.33 V:11.55 H:34.4,1.9559105473056992,5.466436118100965,3.376697216942338,semi_auto,North,Fam_39,Processing,,ISO9001,High
4390,T:27.10 V:7.27 H:42.6,4.94985961740581,3.992552334930568,2.2228721414630783,semi_auto,East,Fam_11,Processing,No Fault,ISO9001,High
4391,T:19.36 V:8.91 H:45.4,5.218089433530528,1.5828076416077124,1.1615132806673591,semi_auto,West,Fam_31,Assembly,No Fault,ISO9001,Low
4392,T:27.39 V:8.71 H:49.7,6.758851316770959,5.230961794422489,2.9761530597689045,semi_auto,East,Fam_22,Final,No Fault,ISO9001,Medium
4393,T:23.55 V:6.40 H:36.9,4.123995808828897,4.29932837547934,2.221592566236411,auto,South,Fam_01,Assembly,No Fault,ISO9001,High
4394,T:30.24 V:12.11 H:53.3,4.718995377114215,5.971911715935553,3.8556851473868727,semi_auto,East,Fam_33,Final,No Fault,ISO9001,Medium
4395,T:23.28 V:9.50 H:48.0,3.179202291767195,4.194118534789275,2.362654226027808,auto,South,Fam_33,Processing,No Fault,ISO9001,Medium
4396,T:25.47 V:8.60 H:45.5,2.4785725131674328,3.8668019215841056,2.0237862623392,auto,East,Fam_09,Processing,No Fault,ISO9001,Medium
4397,,5.009988224290516,2.1422367901953088,,semi_auto,West,Fam_03,Processing,No Fault,ISO9001,Low
4398,T:21.68 V:10.31 H:44.9,0.7623861744743067,2.6281821313189893,1.9574487648154528,semi_auto,North,Fam_34,Processing,No Fault,ISO9001,Medium
4399,T:25.00 V:6.14 H:61.5,6.627488516811714,6.250510487008276,2.7366876549688754,auto,South,Fam_25,Final,No Fault,ISO9001,High
4400,T:20.11 V:2.81 H:48.2,3.5312390110616327,2.103603211551881,0.3955114755199617,semi_auto,West,Fam_08,Processing,Low,ISO9001,Low
4401,T:25.07 V:7.15 H:36.5,1.890936230812767,3.20311000636214,1.7865466725761812,auto,South,Fam_19,Processing,No Fault,ISO9001,High
4402,T:22.73 V:10.06 H:35.9,3.215510403904787,5.526397853953573,3.074257534135025,semi_auto,South,Fam_07,Processing,No Fault,ISO9001,High
4403,T:23.14 V:6.99 H:44.8,5.324785784012036,13.004215678430809,5.706312305075652,manual,North,Fam_03,Final,No Fault,ISO9001,High
4404,T:28.60 V:7.40 H:42.7,5.026863028412041,2.9128182648037506,1.60973981705673,semi_auto,East,Fam_16,Assembly,No Fault,ISO9001,Medium
4405,,3.0286498253374847,6.537815364107741,3.228423343867268,semi_auto,South,Fam_26,Final,Low,ISO9001,Low
4406,,1.804873353702458,3.9095439013932953,2.130120818493056,semi_auto,South,Fam_01,Init,Low,ISO9001,Medium
4407,T:18.99 V:5.01 H:40.2,4.636250502004851,4.048172649011524,1.410235107233996,manual,East,Fam_36,Processing,No Fault,ISO9001,Low
4408,T:23.83 V:5.93 H:43.2,,1.99173357451956,1.119127324095411,semi_auto,North,Fam_01,Init,No Fault,ISO9001,Low
4409,T:24.60 V:3.44 H:48.1,1.899446572231536,,1.5854708453868065,semi_auto,South,Fam_38,Processing,Low,ISO9001,Low
4410,T:19.30 V:11.26 H:60.4,4.248280953527098,4.717017441004751,2.8813885194236826,auto,North,Fam_26,Processing,No Fault,ISO9001,High
4411,T:25.39 V:12.98 H:57.9,7.153493045458599,2.664248700156325,2.4434725160462447,auto,East,Fam_31,Final,No Fault,ISO9001,High
4412,,5.145331199934574,4.611955985592535,2.0640357491922225,auto,East,Fam_25,Assembly,No Fault,ISO9001,Medium
4413,T:23.33 V:7.08 H:52.7,3.059530579271773,5.014823736019348,2.3662114996141943,auto,West,Fam_10,Init,No Fault,ISO9001,High
4414,T:22.11 V:6.78 H:54.8,3.4154726684995618,3.266661152589941,1.5377702995795748,auto,West,Fam_15,Assembly,No Fault,ISO9001,Medium
4415,T:26.31 V:12.34 H:42.1,4.536592392190928,9.704822989766669,,manual,North,Fam_13,Assembly,Low,ISO9001,High
4416,T:17.96 V:10.33 H:53.8,2.0470028647376397,4.8960051874839605,2.854559619376568,manual,East,Fam_04,Init,No Fault,ISO9001,
4417,T:24.74 V:9.12 H:42.0,2.767404167977526,6.0686292837864135,3.233703791273244,manual,North,Fam_39,Init,No Fault,ISO9001,High
4418,T:22.42 V:6.18 H:33.8,6.547937022899476,3.532074417378039,1.3881644622837197,semi_auto,North,Fam_19,Processing,No Fault,ISO9001,Medium
4419,T:21.93 V:6.83 H:51.7,4.751037049363257,2.8193921428705604,1.3171431289794489,semi_auto,East,Fam_07,Processing,No Fault,ISO9001,Medium
4420,T:26.51 V:15.81 H:52.6,2.502149881002804,6.9437615456055735,4.636165628178219,auto,East,Fam_34,Final,No Fault,ISO9001,High
4421,T:17.11 V:8.52 H:52.2,4.613856785337026,5.95775283949382,2.980217722812753,auto,North,Fam_05,Processing,Low,ISO9001,Low
4422,T:18.52 V:7.74 H:41.0,1.2541055239029295,2.7990037030210777,1.61902795648091,semi_auto,North,Fam_04,Processing,No Fault,ISO9001,Low
4423,T:24.66 V:15.33 H:42.8,4.737314575466662,5.485170764633128,3.727834083428314,auto,East,Fam_05,Assembly,No Fault,ISO9001,High
4424,T:24.58 V:8.13 H:41.7,1.768518786337332,2.5334597528290117,1.6788279704532247,auto,East,Fam_18,Init,No Fault,ISO9001,Medium
4425,,2.0267276255311506,3.992697864767594,2.4702212743614886,auto,North,Fam_06,Processing,No Fault,ISO9001,Medium
4426,T:16.60 V:7.16 H:67.9,2.906888502429589,2.765764665327076,1.433601145545043,auto,West,Fam_21,Assembly,No Fault,ISO9001,Low
4427,T:15.59 V:8.54 H:50.8,6.972036381902363,4.026772673632475,2.233995236189331,auto,North,Fam_12,Processing,No Fault,ISO9001,Low
4428,T:21.97 V:13.94 H:49.8,2.5276345994257143,4.821941002848252,3.3973661333700407,auto,South,Fam_33,Final,No Fault,ISO9001,High
4429,T:24.21 V:13.42 H:62.4,1.355873122168234,,2.736329361559093,auto,West,Fam_10,Final,No Fault,ISO9001,High
4430,T:23.64 V:3.22 H:57.6,7.2890424297644625,3.4114836753265654,0.8724639743670985,semi_auto,South,Fam_38,Processing,No Fault,ISO9001,Low
4431,T:22.31 V:10.95 H:63.9,1.748066548060646,3.165967519085499,2.21738547131996,semi_auto,East,Fam_07,Assembly,No Fault,ISO9001,Medium
4432,T:27.06 V:8.37 H:56.1,4.743879943173162,4.506052777419036,2.089220371356148,auto,West,Fam_29,Assembly,No Fault,ISO9001,High
4433,,2.291748220745468,2.1121590161310526,1.2842905266454063,semi_auto,South,Fam_14,Assembly,No Fault,ISO9001,Low
4434,T:19.57 V:10.00 H:67.0,2.69437606995024,4.353651376080049,,auto,North,Fam_01,Processing,No Fault,ISO9001,Medium
4435,T:23.16 V:17.51 H:65.2,2.8370534412104225,2.8323856355368866,2.9552544546811355,manual,East,Fam_05,Assembly,No Fault,ISO9001,High
4436,T:22.71 V:8.63 H:40.2,1.9511897432658316,5.731261804263454,2.9270306624051634,manual,South,Fam_18,Assembly,No Fault,ISO9001,High
4437,T:19.16 V:5.75 H:64.7,2.6107749674466483,4.899073728754249,2.332440934490993,auto,South,Fam_23,Assembly,No Fault,ISO9001,Medium
4438,T:23.63 V:7.79 H:38.3,0.6747015215878048,4.1670911730638585,2.2416189373435143,manual,East,Fam_10,Final,No Fault,ISO9001,Medium
4439,T:27.76 V:10.49 H:45.9,2.757425452949669,4.528460657944333,3.035093388918098,auto,South,Fam_22,Assembly,No Fault,ISO9001,Medium
4440,T:24.83 V:7.32 H:42.6,3.0210685579427867,5.712483062528438,2.583204553836038,auto,East,Fam_11,Processing,Low,ISO9001,
4441,T:25.86 V:11.18 H:49.6,,5.003156728976895,2.8763619846388897,semi_auto,East,Fam_37,Processing,No Fault,ISO9001,High
4442,T:31.66 V:7.34 H:64.9,5.330166347880819,2.5752590465685827,1.4884835246196857,semi_auto,West,Fam_14,Processing,No Fault,ISO9001,Low
4443,T:22.51 V:11.98 H:63.8,3.809639954451336,2.8828915809236686,2.3190807974216185,semi_auto,West,Fam_03,Processing,No Fault,ISO9001,High
4444,T:28.04 V:7.51 H:51.1,2.8567671436183373,3.604403528428986,1.9585324421086376,auto,South,Fam_04,Assembly,No Fault,ISO9001,Low
4445,T:20.30 V:8.69 H:58.3,7.3652498903674335,4.77496933777452,2.908375774311761,auto,South,Fam_27,Final,No Fault,ISO9001,High
4446,T:21.62 V:11.23 H:41.8,5.562526579360696,6.773436366219784,3.7339877931418712,auto,South,Fam_01,Final,No Fault,ISO9001,High
4447,T:25.20 V:3.73 H:36.0,2.377580615717993,7.271414350311492,2.993914831472115,manual,East,Fam_05,Assembly,Low,ISO9001,High
4448,T:25.07 V:12.70 H:55.9,2.0765129826746915,4.289662352123733,3.005814308234953,manual,East,Fam_19,Assembly,No Fault,ISO9001,High
4449,T:23.12 V:7.51 H:43.3,2.717993049453147,6.971387096033468,3.360307663231005,manual,South,Fam_25,Init,,ISO9001,High
4450,T:26.43 V:10.90 H:48.0,5.201635863441672,,3.687070351119167,auto,East,Fam_03,Processing,No Fault,ISO9001,High
4451,T:28.64 V:11.67 H:42.1,2.3351702224035256,3.751526189216724,2.7013367082648965,auto,South,Fam_25,Processing,No Fault,ISO9001,Medium
4452,T:20.14 V:9.77 H:43.5,6.19106474614094,7.000422599965511,3.4493425178450887,manual,East,Fam_39,Init,Low,ISO9001,High
4453,T:28.87 V:7.98 H:35.9,2.2141302019253755,3.8335743284527184,1.9492339415526307,semi_auto,West,Fam_06,Init,No Fault,ISO9001,Low
4454,T:20.53 V:10.50 H:57.3,2.9557787589926727,3.175558035377088,2.075329559124317,semi_auto,South,Fam_12,Processing,No Fault,ISO9001,Medium
4455,T:22.18 V:8.41 H:58.1,5.005442269738277,3.3951620811825878,2.272381831466535,semi_auto,West,Fam_38,Processing,Low,ISO9001,Medium
4456,T:20.53 V:7.90 H:56.0,1.9738437720853448,2.651263553341109,1.2720629720011398,auto,South,Fam_30,Final,No Fault,ISO9001,Low
4457,T:26.43 V:4.92 H:67.2,7.073636391941644,4.685238916917713,1.7786674399511124,semi_auto,East,Fam_01,Processing,,ISO9001,High
4458,T:21.93 V:5.06 H:44.1,3.1523633946695,4.852214937073027,2.0763672499053856,auto,East,Fam_01,Final,No Fault,ISO9001,High
4459,T:22.88 V:7.51 H:46.4,3.7633990752054456,6.199573672753175,2.9638951294289537,auto,North,Fam_11,Processing,No Fault,ISO9001,High
4460,T:21.74 V:8.49 H:61.0,6.095222455773356,5.403061149583079,2.702291679251114,manual,North,Fam_11,Assembly,No Fault,ISO9001,High
4461,T:21.87 V:7.65 H:62.6,4.776795785605639,4.45866032489978,2.1916025424617223,auto,South,Fam_26,Assembly,No Fault,ISO9001,High
4462,T:20.27 V:6.66 H:51.6,,2.4493386255208542,1.4201194147184828,auto,West,Fam_10,Final,No Fault,ISO9001,Medium
4463,T:19.52 V:8.62 H:62.8,1.5070350722085597,3.706476613213549,2.1894135727854978,auto,East,Fam_01,Assembly,No Fault,ISO9001,Medium
4464,T:15.19 V:6.30 H:54.4,1.2820669143858028,2.854205177565427,1.4057606424902258,semi_auto,North,Fam_40,Processing,No Fault,ISO9001,Low
4465,T:28.78 V:4.80 H:56.8,2.6848678926504617,2.8313899514575005,1.2635893500429636,semi_auto,North,Fam_03,Init,No Fault,ISO9001,Low
4466,T:18.54 V:10.88 H:35.2,4.00103145901803,4.345141908352705,2.648749621250937,auto,North,Fam_17,Assembly,No Fault,ISO9001,Medium
4467,T:23.95 V:8.41 H:41.2,3.296559122757824,,2.044147048808939,semi_auto,West,Fam_08,Processing,No Fault,ISO9001,Medium
4468,T:26.00 V:7.30 H:57.6,2.427058298017575,1.724580341585081,1.1303079348613765,semi_auto,East,Fam_02,Final,No Fault,ISO9001,Low
4469,T:25.09 V:16.26 H:45.8,1.4267612469782125,5.636667077804499,4.114690539512472,auto,East,Fam_17,Processing,No Fault,ISO9001,High
4470,T:24.60 V:12.84 H:40.8,,7.047402219122845,4.190438188193454,manual,North,Fam_24,Init,No Fault,ISO9001,High
4471,T:21.47 V:6.41 H:56.2,8.583932057796856,4.73821298994841,2.1325198723425203,semi_auto,West,Fam_33,Assembly,No Fault,ISO9001,High
4472,T:26.96 V:12.65 H:40.2,3.754380783601728,7.159289233832753,4.339588076990271,semi_auto,South,Fam_20,Processing,No Fault,ISO9001,High
4473,T:23.31 V:12.08 H:53.4,6.020408012285049,6.867189517147393,3.9481255196031215,manual,South,Fam_03,Processing,No Fault,ISO9001,High
4474,T:16.38 V:11.20 H:47.1,4.86157013051552,,2.493149753017732,auto,North,Fam_19,Final,No Fault,ISO9001,Low
4475,T:30.60 V:8.28 H:40.0,3.2518809685811294,3.95712073965904,1.966391401682705,auto,West,Fam_05,Processing,No Fault,ISO9001,Low
4476,T:19.04 V:5.96 H:35.2,2.841026166565479,2.5154751010691427,1.1448713249974511,auto,West,Fam_04,Init,No Fault,ISO9001,Low
4477,T:22.73 V:11.19 H:47.8,8.012352264566665,2.2665396420515327,1.7972456883313277,semi_auto,West,Fam_09,Init,No Fault,ISO9001,Medium
4478,T:23.45 V:8.47 H:61.5,2.00804400778842,,3.507210719397565,manual,East,Fam_04,Processing,No Fault,ISO9001,High
4479,T:25.80 V:9.97 H:54.5,2.9957253535017347,,3.6759458217144623,manual,East,Fam_24,Assembly,Low,ISO9001,High
4480,T:14.59 V:2.13 H:53.8,4.052130175524521,4.138118149611476,1.2085069238912554,semi_auto,East,Fam_35,Init,No Fault,ISO9001,Low
4481,T:27.57 V:8.58 H:54.5,2.3187011843686105,4.541093363953836,2.4899407709883694,semi_auto,South,Fam_26,Init,,ISO9001,Medium
4482,T:27.73 V:8.66 H:52.4,1.3834041619453965,5.819100897211437,2.694877279800774,manual,North,Fam_08,Init,,ISO9001,Medium
4483,T:25.67 V:13.86 H:61.0,3.160472464249457,5.6414357265067805,3.517462515170064,auto,North,Fam_34,Assembly,,ISO9001,High
4484,T:28.75 V:6.21 H:49.1,6.036678447028322,3.895541633012608,1.9384309409670712,auto,East,Fam_20,Assembly,Low,ISO9001,Low
4485,T:22.35 V:4.34 H:36.9,3.5900519287190384,5.7403022201394,2.182852877656285,auto,East,Fam_02,Init,No Fault,ISO9001,High
4486,T:23.87 V:9.89 H:54.6,2.0058176171456377,3.764544496379198,,auto,East,Fam_36,Assembly,No Fault,ISO9001,High
4487,T:28.32 V:9.45 H:75.3,1.1246902217842158,5.0638654924105815,2.717046420901281,auto,South,Fam_25,Processing,No Fault,ISO9001,Medium
4488,T:17.39 V:10.38 H:43.3,1.322588582579962,6.762205477723184,3.410871947086891,manual,North,Fam_07,Processing,No Fault,ISO9001,Low
4489,T:25.72 V:5.28 H:67.1,4.235109139640723,3.4332497916359426,1.3165413006766284,semi_auto,South,Fam_30,Final,,ISO9001,Medium
4490,T:20.26 V:10.86 H:63.9,4.155265107470564,3.975024244214141,2.5084356092644207,auto,East,Fam_01,Processing,Low,ISO9001,High
4491,T:17.50 V:9.22 H:43.7,0.8340057571382592,2.608009470649584,1.755074874031986,auto,West,Fam_24,Final,,ISO9001,Low
4492,T:21.45 V:9.97 H:42.9,4.6353623665530055,13.01378191491098,5.951031919699588,manual,South,Fam_23,Final,No Fault,ISO9001,High
4493,T:27.30 V:4.94 H:44.2,,3.1262810138756314,1.3753955382503609,semi_auto,East,Fam_18,Processing,No Fault,ISO9001,Medium
4494,T:21.17 V:6.09 H:69.4,1.7844495165182188,10.058059237910642,4.216388259051285,manual,North,Fam_03,Processing,No Fault,ISO9001,High
4495,T:29.59 V:13.32 H:54.7,3.798014304629137,4.005572678160208,2.763067849772698,manual,North,Fam_06,Init,No Fault,ISO9001,Medium
4496,T:22.10 V:4.94 H:51.0,4.527683496491111,3.1933876095218494,,semi_auto,South,Fam_04,Assembly,No Fault,ISO9001,Medium
4497,T:20.56 V:9.59 H:44.4,6.882258356213917,,1.6484598023637855,semi_auto,East,Fam_36,Init,No Fault,ISO9001,Medium
4498,T:16.52 V:6.22 H:46.1,2.391139697773086,3.8579375591310336,2.0393118940337587,semi_auto,North,Fam_01,Processing,No Fault,ISO9001,Low
4499,T:31.11 V:7.40 H:39.5,2.583178788215637,3.3295506394639047,1.6755534924025304,auto,South,Fam_04,Final,No Fault,ISO9001,Low
4500,T:20.35 V:10.23 H:51.3,1.1734078802321588,1.4031870114717626,1.4707386281689696,semi_auto,West,Fam_02,Processing,No Fault,ISO9001,
4501,T:26.61 V:3.87 H:63.9,1.0709578698290283,,,semi_auto,West,Fam_12,Processing,No Fault,ISO9001,Low
4502,T:19.56 V:5.61 H:52.6,5.332033801012818,2.728506236140137,1.2744432721977286,auto,North,Fam_06,Final,No Fault,ISO9001,Medium
4503,T:26.79 V:9.08 H:48.7,1.7087764881999965,5.976912606908942,2.967906527902332,auto,East,Fam_03,Assembly,Low,ISO9001,High
4504,T:28.36 V:8.15 H:49.3,2.345917148317492,5.339793619210482,2.505079980144062,auto,South,Fam_01,Assembly,Low,ISO9001,Medium
4505,T:24.84 V:14.08 H:62.1,2.95657058822773,2.5854263408763023,,auto,East,Fam_09,Processing,No Fault,ISO9001,High
4506,T:30.92 V:8.50 H:36.7,5.999416013026313,3.3172269673654564,2.094687574268969,auto,South,Fam_01,Init,No Fault,ISO9001,Low
4507,T:23.81 V:13.34 H:57.4,2.809703846401035,3.605517823246754,3.081138581762761,semi_auto,North,Fam_39,Assembly,No Fault,ISO9001,High
4508,T:23.78 V:9.04 H:46.4,6.963831669589586,3.3067725200384426,2.137067002714601,semi_auto,South,Fam_03,Processing,No Fault,ISO9001,High
4509,T:24.83 V:8.03 H:68.2,0.997588252770266,4.113836936736478,2.153221966624596,manual,West,Fam_11,Final,No Fault,ISO9001,Medium
4510,T:31.31 V:5.97 H:54.8,3.0439546879296198,5.35379149336567,2.2479976753484063,manual,North,Fam_17,Processing,No Fault,ISO9001,Low
4511,T:24.42 V:11.91 H:59.8,3.750591797246912,5.292248117718928,3.1763327705004274,auto,South,Fam_01,Init,Low,ISO9001,High
