device_info,sensor_packet,runtime_hours,lubrication_index,machine_health_index,operation_mode,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality
BOT-8124,T:22.61 V:6.31 H:58.2,2.4211889169224614,5.364993269009434,2.4773123667638313,semi_auto,East,Fam_03,Assembly,No Fault,ISO9001,Medium
BOT-5947,T:18.83 V:16.38 H:48.6,,3.5270100693227517,3.479152882493715,auto,North,Fam_05,Init,No Fault,ISO9001,Medium
BOT-9095,T:22.65 V:9.51 H:51.9,1.696120978957676,4.4988725199118855,2.4329949146201955,manual,East,Fam_04,Assembly,No Fault,ISO9001,High
MCH-3149,T:21.70 V:6.56 H:48.6,4.031945564921497,7.037933382919135,3.265224458905206,auto,South,Fam_18,Final,No Fault,ISO9001,High
MCH-6963,T:23.49 V:4.37 H:49.5,9.484241101122223,3.5454231497887183,1.4766139386373178,auto,South,Fam_01,Processing,No Fault,ISO9001,Medium
BOT-3550,T:23.70 V:8.94 H:69.0,0.8935947254888843,1.8283924113012746,1.408367802216611,semi_auto,West,Fam_31,Init,No Fault,ISO9001,Low
LINE-8293,T:29.25 V:10.93 H:41.0,2.551156988475004,5.494270008778459,3.2900648189128874,semi_auto,South,Fam_06,Processing,Low,ISO9001,High
BOT-5187,T:19.57 V:7.83 H:59.1,6.646144779957945,1.301247355189973,1.3102599178376768,semi_auto,South,Fam_02,Assembly,,ISO9001,Low
MCH-9796,T:26.85 V:8.05 H:54.1,,4.561588458957571,2.139409620077691,semi_auto,South,Fam_08,Assembly,Low,ISO9001,Medium
MCH-8313,T:20.62 V:7.18 H:57.4,4.573326755369585,,2.003513870865247,manual,West,Fam_06,Processing,No Fault,ISO9001,Medium
LINE-8113,T:22.64 V:12.19 H:57.9,5.511794674667465,4.375850839358621,2.980989129190141,auto,East,Fam_23,Assembly,No Fault,ISO9001,High
MCH-3067,T:26.55 V:7.71 H:45.0,2.1838476775527034,1.6031374468527124,1.1037390721521083,auto,South,Fam_02,Processing,No Fault,ISO9001,Low
MCH-3321,T:25.44 V:8.41 H:56.0,7.138410687386208,4.1240361670671914,2.50163188889518,auto,North,Fam_09,Assembly,No Fault,ISO9001,High
MCH-1341,T:23.18 V:7.84 H:56.9,3.949949829517195,4.703120018661194,2.242869035993068,auto,East,Fam_25,Processing,No Fault,ISO9001,Medium
BOT-1525,T:20.73 V:6.00 H:35.4,2.231431289661351,5.563381630380525,2.499449836221371,auto,West,Fam_01,Processing,No Fault,ISO9001,Medium
BOT-1357,T:17.29 V:4.55 H:59.2,3.861917552773198,3.8512526585835407,1.5646461631685789,semi_auto,North,Fam_17,Assembly,No Fault,ISO9001,Low
LINE-8113,T:23.69 V:12.10 H:57.5,4.59974353911928,3.133792148920737,2.3784759184370694,semi_auto,South,Fam_26,Final,No Fault,ISO9001,Medium
BOT-7956,T:20.08 V:4.40 H:44.9,3.201728407331145,3.794317545049277,1.452633872504716,auto,East,Fam_01,Assembly,No Fault,ISO9001,Low
LINE-9531,T:27.10 V:9.98 H:40.0,5.084095629709384,3.065677633269717,2.188188083583305,manual,North,Fam_04,Assembly,No Fault,ISO9001,High
BOT-1271,T:25.77 V:8.02 H:65.1,6.863554435024569,,2.1734233929817908,auto,East,Fam_08,Processing,No Fault,ISO9001,High
MCH-3880,T:19.70 V:15.79 H:39.2,1.396789150713977,3.3513482038166944,3.212330827331398,auto,West,Fam_03,Assembly,No Fault,ISO9001,High
BOT-9488,T:25.39 V:6.98 H:56.5,3.5571797637947986,3.786609544489904,1.982859486011288,manual,West,Fam_08,Processing,,ISO9001,Medium
LINE-6748,T:25.14 V:8.47 H:45.3,4.543055923967249,2.674789262320522,1.7623363732731592,auto,North,Fam_33,Processing,No Fault,ISO9001,Medium
LINE-1333,T:28.74 V:9.85 H:39.3,3.20931792495335,4.8414758685527675,2.672947772620345,auto,South,Fam_06,Assembly,No Fault,ISO9001,High
MCH-2987,T:19.58 V:5.21 H:50.9,6.471078905780089,4.497903945049232,2.073982956226992,auto,North,Fam_33,Processing,Low,ISO9001,Medium
LINE-6785,T:23.82 V:5.44 H:54.9,3.26759140534814,3.5980361861475245,1.5673883557824295,auto,West,Fam_20,Assembly,Low,ISO9001,Low
LINE-6723,T:23.06 V:11.14 H:57.3,3.514562753855151,4.164257254452292,2.7924759750119437,auto,North,Fam_24,Assembly,No Fault,ISO9001,High
LINE-8123,,1.7933474583816573,2.414414283435957,,auto,West,Fam_11,Assembly,No Fault,ISO9001,Low
LINE-1641,T:21.36 V:4.67 H:43.8,2.184022988531847,4.003980700721729,1.602754825681004,auto,West,Fam_06,Final,No Fault,ISO9001,Medium
LINE-2325,T:23.04 V:5.51 H:63.1,8.761317914741916,,1.142078426210647,semi_auto,South,Fam_09,Processing,No Fault,ISO9001,Medium
LINE-2163,T:21.40 V:4.60 H:38.1,4.5479383816115675,2.391297448067047,1.0053850589871465,auto,East,Fam_16,Assembly,Low,ISO9001,Low
MCH-3736,T:28.09 V:4.15 H:43.4,8.794470324589168,9.520512092579981,3.682259943247059,manual,East,Fam_01,Processing,No Fault,ISO9001,
LINE-8459,T:23.36 V:9.99 H:36.1,0.8232803882288376,3.0946034080772162,2.1857163777800626,semi_auto,South,Fam_35,Assembly,No Fault,ISO9001,Medium
MCH-9075,T:23.08 V:2.55 H:42.3,4.429767082334493,3.7805115096936923,1.33821084120295,semi_auto,West,Fam_31,Final,No Fault,ISO9001,
BOT-6538,T:30.76 V:4.71 H:64.9,3.754902417669264,3.7669343741004235,,semi_auto,East,Fam_01,Processing,No Fault,ISO9001,Low
LINE-8202,T:18.75 V:9.07 H:71.3,0.9211242747019428,3.3577358192365816,1.74699309507683,semi_auto,West,Fam_39,Processing,No Fault,ISO9001,Low
MCH-7473,T:20.37 V:3.81 H:41.2,4.670169472254157,3.0212001423138055,1.2776556996105053,semi_auto,East,Fam_20,Assembly,No Fault,ISO9001,Low
BOT-6463,T:17.23 V:11.12 H:55.8,3.732635826541597,2.3016642503789475,1.8078224715562543,semi_auto,North,Fam_40,Final,No Fault,ISO9001,Low
MCH-4332,T:16.33 V:4.42 H:54.1,4.844414434271368,3.9494345562748228,1.6170006257931062,auto,North,Fam_13,Assembly,No Fault,ISO9001,Low
BOT-1919,T:20.56 V:9.38 H:41.0,6.020342930990363,2.234940499580624,1.4336833281199592,semi_auto,West,Fam_22,Assembly,Low,ISO9001,Medium
MCH-8795,T:18.59 V:6.15 H:52.7,3.46195772169248,3.079327311578841,1.5363823598301753,semi_auto,West,Fam_40,Assembly,No Fault,ISO9001,Low
LINE-9186,T:26.88 V:11.65 H:49.5,1.7146311366800533,6.517839974569742,3.6036059637674644,auto,South,Fam_34,Processing,No Fault,ISO9001,High
MCH-3668,T:21.08 V:3.34 H:63.7,3.666320222716546,2.572819839626671,0.6638671419130615,semi_auto,North,Fam_08,Processing,No Fault,ISO9001,Low
BOT-1233,T:28.59 V:11.15 H:54.8,2.1011393496806163,3.722253060412388,2.31389422714004,semi_auto,East,Fam_31,Processing,No Fault,ISO9001,Medium
BOT-2235,T:29.24 V:2.41 H:51.0,3.6388168049749696,3.2178366179647293,1.1786532053283048,auto,South,Fam_03,Processing,Low,ISO9001,Low
MCH-4540,T:24.98 V:7.82 H:53.4,1.8980297476401353,2.8368663571022474,1.627925010215752,semi_auto,East,Fam_26,Processing,No Fault,ISO9001,Low
LINE-2479,T:29.51 V:4.49 H:57.7,5.766979916648843,2.5135457648154165,0.8874602895497263,semi_auto,West,Fam_26,Processing,,ISO9001,Low
MCH-1390,T:23.83 V:12.06 H:48.6,3.2111383086979113,1.2232829003053822,1.6221409712236388,auto,North,Fam_08,Final,No Fault,ISO9001,Medium
LINE-2263,T:20.89 V:8.70 H:41.8,4.324935190881752,4.809584662867697,2.7231739849505887,semi_auto,East,Fam_08,Assembly,No Fault,ISO9001,High
LINE-1126,T:21.04 V:11.29 H:63.9,0.570086585847646,1.7686308259653185,1.6644864912773492,auto,North,Fam_35,Init,No Fault,ISO9001,Medium
LINE-7286,T:22.04 V:5.66 H:41.6,5.525808762985202,2.6644753914904653,1.1972502138330567,auto,East,Fam_27,Processing,Low,ISO9001,Medium
MCH-3807,,6.255141259197506,3.463275295261591,2.5370737141649546,semi_auto,West,Fam_25,Processing,No Fault,ISO9001,High
LINE-9938,T:26.08 V:1.86 H:13.2,1.0144579516802599,4.635607540209877,1.4506126457911201,auto,North,Fam_16,Processing,No Fault,ISO9001,Low
LINE-7828,T:19.63 V:10.72 H:55.3,4.801406020379989,3.0570059295702494,2.0655143037484676,semi_auto,East,Fam_08,Init,No Fault,ISO9001,Medium
LINE-5754,T:24.15 V:5.91 H:47.6,2.2848147590033934,4.905666482178489,2.0922458766322682,semi_auto,South,Fam_11,Processing,No Fault,ISO9001,Medium
MCH-2780,T:19.94 V:6.37 H:52.1,4.623938484536872,4.5876363863953555,1.9788106538753731,auto,North,Fam_09,Processing,,ISO9001,Medium
BOT-3409,T:21.14 V:7.37 H:48.3,5.355944912108948,4.244810633493072,2.134439888882173,semi_auto,East,Fam_22,Processing,No Fault,ISO9001,Medium
MCH-9206,T:21.94 V:6.95 H:44.7,4.075065183877618,5.741918820271292,2.699001029787902,auto,East,Fam_32,Assembly,No Fault,ISO9001,High
MCH-1213,T:25.83 V:8.09 H:36.7,3.4125110540156407,2.842932627897624,1.5446009083068812,semi_auto,South,Fam_20,Final,No Fault,ISO9001,Medium
MCH-1431,T:22.79 V:8.44 H:51.6,4.75030934092577,2.2817262805712075,1.5357272087190532,auto,West,Fam_10,Init,,ISO9001,Medium
LINE-8056,T:18.00 V:10.02 H:55.1,4.10836163098168,5.687801013604564,3.376308264367707,auto,East,Fam_22,Final,No Fault,ISO9001,Medium
BOT-7734,T:27.56 V:5.37 H:32.5,2.811140666240995,10.11725400155076,4.21510025706346,semi_auto,East,Fam_06,Init,No Fault,ISO9001,High
LINE-2620,T:21.24 V:4.49 H:50.0,5.5441944854210705,3.974114211508798,1.7569241109260618,auto,West,Fam_12,Processing,Low,ISO9001,Medium
BOT-8434,T:23.01 V:12.29 H:49.1,2.346581006327884,4.271350312401092,3.145689174389145,semi_auto,North,Fam_26,Processing,Low,ISO9001,Medium
LINE-7301,T:22.13 V:3.19 H:54.1,3.1772208563518065,2.494372142062925,0.6881398781051253,auto,North,Fam_29,Assembly,No Fault,ISO9001,Medium
LINE-5840,T:19.67 V:6.86 H:42.5,5.147095869629294,4.18051112473742,1.9131420702720137,semi_auto,North,Fam_30,Processing,No Fault,ISO9001,Medium
MCH-3459,T:23.06 V:10.50 H:59.1,5.702872777057947,3.2184697982978334,2.4189330461540375,semi_auto,South,Fam_38,Init,No Fault,ISO9001,High
BOT-5245,T:23.64 V:6.81 H:51.0,3.962181620433628,3.423233966398589,1.489853980512717,semi_auto,South,Fam_03,Processing,Low,ISO9001,Medium
BOT-7984,T:26.72 V:7.16 H:52.7,3.2438111295951,2.2989838694499047,1.4495332597669495,auto,East,Fam_04,Processing,No Fault,ISO9001,Low
LINE-5281,T:21.16 V:3.56 H:35.5,2.6592736672301114,2.906658800119534,1.1606207889894773,auto,West,Fam_38,Final,No Fault,ISO9001,
MCH-6629,T:24.96 V:7.93 H:47.1,2.341352404067211,4.784868286838398,2.8456361345259484,auto,East,Fam_06,Assembly,Low,ISO9001,High
BOT-6009,T:20.20 V:11.47 H:56.7,3.9161133932519325,4.750936758299954,3.0406184466686663,auto,East,Fam_06,Processing,No Fault,ISO9001,High
MCH-4959,T:19.07 V:8.74 H:39.8,5.127267202281233,3.8713863054152933,2.1946517567880317,semi_auto,West,Fam_37,Init,No Fault,ISO9001,
BOT-7508,T:28.71 V:8.74 H:58.5,5.8341481652427865,5.375510793485083,2.5770238758021993,auto,South,Fam_04,Final,No Fault,ISO9001,High
BOT-3376,T:18.66 V:8.56 H:50.4,7.61522793686091,3.1637640772030533,1.6629471851453526,semi_auto,East,Fam_39,Processing,,ISO9001,Low
LINE-4021,T:22.62 V:5.05 H:54.7,4.440762273376229,4.3353999692904335,1.796550823896703,auto,West,Fam_07,Final,No Fault,ISO9001,Medium
LINE-6299,T:24.21 V:5.84 H:41.6,3.426379795262842,3.8720524579839206,1.851133052272989,semi_auto,South,Fam_16,Processing,Low,ISO9001,
MCH-9405,T:26.50 V:5.66 H:37.6,6.944959827273351,7.7161477987959834,3.230611876342019,semi_auto,South,Fam_05,Assembly,No Fault,ISO9001,High
LINE-7246,T:19.28 V:8.38 H:40.0,5.081741673622643,4.59349291067104,2.4002115842427143,semi_auto,North,Fam_32,Assembly,No Fault,ISO9001,Medium
BOT-1795,T:21.03 V:5.74 H:38.1,3.764639966172298,2.814812033375933,1.3827091515602152,auto,East,Fam_07,Assembly,Low,ISO9001,Low
MCH-1321,T:24.59 V:11.16 H:59.0,2.3777234032965957,5.995431044139986,3.4704109363797997,auto,East,Fam_12,Init,No Fault,ISO9001,High
BOT-6868,T:27.85 V:2.39 H:59.6,2.82095857877993,6.5406784635653965,,manual,South,Fam_16,Final,No Fault,ISO9001,Medium
LINE-3755,T:24.77 V:10.58 H:45.0,4.728230866696109,3.809981119333047,2.380479732688675,auto,North,Fam_38,Assembly,,ISO9001,Medium
LINE-1378,T:23.26 V:3.38 H:34.3,5.907569203841515,5.434469820618252,,manual,North,Fam_18,Assembly,No Fault,ISO9001,High
LINE-7812,T:24.99 V:5.46 H:50.0,3.486893849064004,4.651566275412992,1.9839641968640165,semi_auto,South,Fam_21,Processing,No Fault,ISO9001,High
MCH-4076,T:24.77 V:10.24 H:49.2,7.247252288910603,3.716150175393111,2.393016165731355,semi_auto,South,Fam_31,Assembly,No Fault,ISO9001,High
LINE-3409,T:17.00 V:4.37 H:55.7,6.449348701700532,2.608371156945257,1.2508649852245548,semi_auto,West,Fam_36,Assembly,No Fault,ISO9001,Low
BOT-5767,T:25.08 V:9.03 H:53.1,2.1904659817338636,2.645638349688378,2.0592024252272916,semi_auto,East,Fam_35,Processing,No Fault,ISO9001,High
MCH-7542,,1.9411917244241017,3.401448536648176,1.916626760108573,auto,South,Fam_07,Final,No Fault,ISO9001,Medium
LINE-2100,T:15.88 V:4.79 H:50.0,,1.6654351242117846,0.6813406159378854,semi_auto,West,Fam_03,Init,No Fault,ISO9001,Low
BOT-4660,T:29.10 V:8.25 H:66.3,4.008929931943656,3.45809718785291,2.1091430889040828,semi_auto,South,Fam_01,Processing,No Fault,ISO9001,Medium
MCH-7799,T:22.08 V:15.61 H:59.0,2.3490869179691396,,2.759794805717047,auto,North,Fam_06,Assembly,No Fault,ISO9001,High
BOT-7162,T:21.54 V:7.12 H:47.7,2.3391848362853853,6.816531879959211,2.994092843991475,manual,East,Fam_12,Assembly,No Fault,ISO9001,High
MCH-2023,T:14.48 V:9.93 H:48.9,3.280803852188622,2.215041660685159,1.9432175195557182,auto,East,Fam_01,Assembly,No Fault,ISO9001,Low
BOT-9307,,4.935968855194899,5.301195404849935,2.5864657533884867,manual,South,Fam_31,Final,No Fault,ISO9001,High
LINE-2673,T:23.35 V:16.01 H:49.2,3.5723819870596616,2.152213380432842,2.4513406643406164,semi_auto,East,Fam_22,Assembly,No Fault,ISO9001,High
MCH-2502,T:25.82 V:7.54 H:62.9,4.261560148565968,2.875641989102577,1.5365217565027227,semi_auto,East,Fam_04,Assembly,No Fault,ISO9001,Medium
BOT-1410,T:28.26 V:8.48 H:47.4,1.5344097374550407,4.435525442497221,2.490465411179789,manual,North,Fam_01,Processing,No Fault,ISO9001,Medium
BOT-9316,T:20.43 V:10.56 H:59.9,2.378021750449945,2.33848737282233,1.7813200259256248,auto,West,Fam_11,Assembly,No Fault,ISO9001,Low
BOT-2853,T:24.85 V:7.26 H:50.1,3.576958420432809,4.708675216458427,2.3216589558961642,auto,South,Fam_32,Init,No Fault,ISO9001,Medium
LINE-9007,T:21.07 V:14.35 H:54.1,0.7120392640542349,3.8841372330201698,2.7448687113066264,auto,North,Fam_20,Processing,No Fault,ISO9001,Medium
LINE-6367,T:22.84 V:6.36 H:32.3,3.5797040858813176,3.8368366480437817,2.0311440853970777,semi_auto,South,Fam_33,Init,No Fault,ISO9001,Medium
MCH-5586,T:25.35 V:4.87 H:62.9,2.0439452290206432,5.3780274223544255,1.8476726064809914,semi_auto,South,Fam_09,Processing,No Fault,ISO9001,Low
LINE-9199,T:27.61 V:5.02 H:52.4,0.6930907749766279,2.564748170413387,1.1066439453511308,auto,West,Fam_03,Init,No Fault,ISO9001,Low
MCH-1407,T:20.80 V:5.16 H:47.4,5.157643826247279,3.5107724781447223,1.2866146334634834,auto,South,Fam_37,Assembly,No Fault,ISO9001,Medium
BOT-8676,T:19.65 V:8.78 H:43.0,5.267417260438842,2.1510680535724624,,semi_auto,North,Fam_05,Assembly,Low,ISO9001,Low
MCH-8273,,5.758268498955752,3.6977713376400128,2.2292218284047842,auto,West,Fam_03,Processing,No Fault,ISO9001,High
MCH-9414,T:26.32 V:8.23 H:56.4,5.521676165770879,6.604576614424274,3.0093038815254762,auto,North,Fam_08,Final,No Fault,ISO9001,High
LINE-6316,T:18.99 V:13.52 H:49.6,1.5818392439538624,3.058251960355255,2.7113901952230037,auto,West,Fam_27,Processing,No Fault,ISO9001,
LINE-9881,T:21.80 V:8.25 H:52.0,4.293933894861226,3.220334622454025,1.7943259090170673,auto,South,Fam_06,Processing,No Fault,ISO9001,Medium
LINE-3821,T:26.37 V:4.95 H:61.6,3.494915950492074,1.7183540688466257,0.7308330992115553,auto,North,Fam_11,Processing,No Fault,ISO9001,Low
LINE-1005,T:21.31 V:7.98 H:46.0,7.361456241797538,2.118693791062529,1.3045323998606164,auto,East,Fam_08,Init,No Fault,ISO9001,Low
MCH-1382,T:21.16 V:9.47 H:46.7,8.345169084642324,3.7346430318139863,2.5214035685867313,auto,North,Fam_24,Processing,Low,ISO9001,High
BOT-8274,T:25.03 V:6.55 H:74.6,1.1196018625025066,3.1563056997503574,1.6407019777592116,auto,South,Fam_15,Final,No Fault,ISO9001,Low
BOT-4479,T:28.32 V:5.21 H:61.1,6.591700213223085,,2.9592722036207935,manual,South,Fam_31,Final,No Fault,ISO9001,High
MCH-1525,T:20.73 V:6.22 H:52.3,1.6450717870862541,3.134659049468985,1.4549347500837415,semi_auto,North,Fam_15,Assembly,No Fault,ISO9001,Medium
MCH-1663,T:20.69 V:14.05 H:62.8,2.7202883950284527,3.3924589595033208,3.0915102424954815,auto,West,Fam_01,Init,Low,ISO9001,High
LINE-8116,T:24.20 V:9.99 H:45.7,5.831400086071431,2.348388394395022,1.5323907656156968,auto,North,Fam_08,Processing,No Fault,ISO9001,Medium
MCH-5031,T:17.53 V:6.72 H:58.3,,9.123915706290862,3.838414777855167,manual,South,Fam_28,Final,No Fault,ISO9001,Medium
MCH-3326,T:31.03 V:4.93 H:52.0,,4.209406188266424,1.585963521521929,semi_auto,East,Fam_18,Assembly,No Fault,ISO9001,Low
MCH-1584,T:20.43 V:10.77 H:80.8,5.074037563521959,5.440156370411483,3.180721201848398,manual,North,Fam_06,Processing,No Fault,ISO9001,High
MCH-9556,T:20.72 V:7.68 H:40.7,2.1771552715055917,3.0850415054119646,1.5957569544351395,semi_auto,East,Fam_38,Processing,No Fault,ISO9001,Low
LINE-6968,T:20.61 V:5.94 H:62.8,3.3846141203041573,2.645940037995361,,semi_auto,North,Fam_21,Assembly,No Fault,ISO9001,Low
MCH-8068,T:25.77 V:5.12 H:52.1,4.594068929212336,4.891059055548558,1.9451143410358387,semi_auto,North,Fam_09,Assembly,No Fault,ISO9001,High
MCH-6609,T:29.34 V:6.67 H:48.3,3.3275652597056657,3.4691701110786144,1.6938818722584799,auto,North,Fam_02,Processing,No Fault,ISO9001,Low
BOT-7451,T:21.63 V:5.46 H:58.9,1.770153771005751,5.995048635021891,2.638100470836301,auto,West,Fam_08,Assembly,No Fault,ISO9001,Medium
LINE-3084,T:26.33 V:7.55 H:47.8,7.919215576102637,3.061088702832457,1.68878099213482,auto,East,Fam_14,Processing,No Fault,ISO9001,High
MCH-4382,T:17.29 V:7.67 H:56.1,4.017010132385757,4.441279216915435,2.2033008366388636,manual,North,Fam_33,Init,No Fault,ISO9001,Low
LINE-6669,T:24.46 V:10.14 H:64.0,6.8992831897893385,5.0886183485196295,3.089780245162131,semi_auto,East,Fam_31,Assembly,No Fault,ISO9001,High
LINE-6362,T:23.36 V:7.52 H:55.1,4.292507628572215,11.86973997341552,4.9539209483172275,manual,East,Fam_37,Init,No Fault,ISO9001,High
BOT-2573,T:29.39 V:5.49 H:55.4,5.839429707646775,4.9615628918424255,2.057157867975534,auto,East,Fam_18,Assembly,No Fault,ISO9001,Medium
MCH-2387,T:22.89 V:5.72 H:37.4,1.9341580472598983,2.9534225929771467,1.6449798315288289,auto,North,Fam_27,Assembly,Medium,ISO9001,Low
MCH-2149,T:29.06 V:8.65 H:59.7,3.6206947806865775,3.8146456747855777,2.2552910233042573,auto,West,Fam_07,Processing,Low,ISO9001,Medium
BOT-8655,T:15.23 V:7.92 H:63.5,3.6924517169464006,4.08172017881676,2.0624738438270933,auto,North,Fam_12,Final,No Fault,ISO9001,
LINE-4230,T:19.28 V:5.63 H:53.8,3.9041867521893527,3.323459750264044,1.4442187508988413,semi_auto,North,Fam_12,Processing,No Fault,ISO9001,Low
BOT-8260,T:18.93 V:11.60 H:53.8,2.8768488104062566,4.306210072939151,2.98537647850117,manual,West,Fam_18,Processing,,ISO9001,High
LINE-2628,T:20.98 V:7.28 H:62.1,2.465910435474857,4.961144047620911,2.4491940148662383,semi_auto,North,Fam_11,Processing,No Fault,ISO9001,Medium
LINE-3066,T:21.03 V:6.01 H:53.0,5.001642704915132,5.2022496472339235,2.4037509736696445,manual,North,Fam_01,Final,No Fault,ISO9001,High
MCH-5191,,2.3664405530072767,3.1258141057891167,1.8635446357404906,semi_auto,North,Fam_14,Assembly,No Fault,ISO9001,Low
LINE-9234,T:22.30 V:5.40 H:48.9,3.872253707852025,6.97984829170759,2.7563857861958505,auto,West,Fam_11,Processing,,ISO9001,High
BOT-6101,T:25.14 V:10.29 H:61.1,6.353280690623324,5.805189450168049,3.165935579824369,auto,West,Fam_15,Init,No Fault,ISO9001,High
BOT-4835,T:29.27 V:7.82 H:42.1,3.446077439109902,3.634085508502079,2.0267051934813622,auto,West,Fam_31,Init,No Fault,ISO9001,Low
LINE-5168,T:26.56 V:6.69 H:46.9,5.914178405412536,2.8924586111907424,,semi_auto,East,Fam_15,Assembly,No Fault,ISO9001,High
BOT-2212,T:21.78 V:11.47 H:47.5,3.343621358622447,3.479994312163747,2.374801052074105,semi_auto,West,Fam_09,Init,No Fault,ISO9001,High
MCH-5849,T:26.42 V:13.10 H:44.6,,4.5030318226815655,3.15540040893378,semi_auto,North,Fam_01,Processing,No Fault,ISO9001,
LINE-7737,T:23.49 V:5.25 H:60.3,2.798885834057332,12.611428070685728,5.058103997575071,manual,East,Fam_20,Assembly,Low,ISO9001,High
BOT-8629,T:23.01 V:8.92 H:45.2,7.139679988436015,3.1694411278022754,,auto,North,Fam_09,Assembly,No Fault,ISO9001,Medium
MCH-8800,T:30.47 V:9.28 H:43.2,2.8466657095912957,2.9736754623575052,1.6327153300675734,auto,South,Fam_28,Processing,No Fault,ISO9001,Low
BOT-9898,T:19.40 V:7.24 H:38.2,2.348439222595594,2.5846191933883786,1.4738379366466001,semi_auto,West,Fam_01,Init,No Fault,ISO9001,
MCH-1537,T:17.53 V:3.11 H:55.1,1.4636678097832467,,2.1095972512860337,semi_auto,South,Fam_07,Final,No Fault,ISO9001,Low
MCH-1660,T:20.94 V:11.73 H:73.1,,3.494786848669952,2.4623881519063167,auto,South,Fam_08,Processing,No Fault,ISO9001,High
BOT-1426,T:27.85 V:9.59 H:62.1,2.9971279435924147,4.107966668314946,2.640259941097302,auto,North,Fam_07,Init,No Fault,ISO9001,Medium
LINE-6512,T:19.31 V:12.58 H:55.7,2.8154924870679845,,2.7023900846123556,manual,North,Fam_03,Processing,No Fault,ISO9001,Medium
BOT-1343,T:23.99 V:8.50 H:43.8,4.658586563972769,4.604677502929096,2.2451847773338907,auto,South,Fam_01,Processing,No Fault,ISO9001,High
BOT-1193,T:22.29 V:3.47 H:54.5,3.868690750373576,4.737497825091777,1.9126133847739073,auto,East,Fam_01,Final,No Fault,ISO9001,Medium
LINE-7854,,4.4892159959041695,4.930900244607436,2.4229938960106505,auto,South,Fam_02,Assembly,Low,ISO9001,Low
LINE-5691,T:29.32 V:7.60 H:62.1,3.8386927743676593,2.5668791605515278,1.5187541938928888,semi_auto,South,Fam_09,Init,No Fault,ISO9001,Low
LINE-7567,,2.3292681271280484,3.511757310344521,1.5462920749307463,semi_auto,East,Fam_25,Final,No Fault,ISO9001,Low
LINE-4615,T:23.67 V:9.86 H:50.1,1.9691245766092835,5.270442211520086,2.9222959426119943,auto,South,Fam_09,Processing,No Fault,ISO9001,High
LINE-8519,T:27.93 V:12.50 H:49.3,8.509387338476994,8.62668517872732,4.541567188453141,semi_auto,South,Fam_35,Assembly,No Fault,ISO9001,High
BOT-1077,T:20.71 V:7.11 H:41.4,4.927738537068125,5.281239689812493,2.2981753448991604,semi_auto,South,Fam_25,Init,,ISO9001,Medium
BOT-5655,T:21.42 V:7.18 H:44.3,3.6716922058072,2.538068105914737,1.4799145321271232,auto,North,Fam_18,Processing,No Fault,ISO9001,Medium
MCH-9402,T:17.28 V:12.48 H:59.9,6.105925694130462,2.891166693780751,2.3465957637508765,manual,North,Fam_39,Processing,No Fault,ISO9001,Low
MCH-3171,T:29.80 V:5.97 H:64.9,4.20679845648427,3.545551772839472,1.5338598217257249,semi_auto,South,Fam_08,Init,No Fault,ISO9001,Low
BOT-4524,T:21.51 V:9.94 H:61.7,0.5627914988931104,5.689324858624675,3.123710648504882,auto,West,Fam_04,Processing,No Fault,ISO9001,High
MCH-1239,T:24.16 V:8.03 H:43.1,6.299444786407684,3.8514106697421546,2.112066242754801,auto,West,Fam_28,Assembly,Low,ISO9001,Medium
BOT-5578,T:24.46 V:8.48 H:62.1,5.067158683775314,3.0026988097400253,1.666035638323136,semi_auto,South,Fam_01,Processing,No Fault,ISO9001,High
BOT-8583,T:19.08 V:4.41 H:42.7,,5.141759430328361,2.0259772637365043,auto,West,Fam_28,Assembly,No Fault,ISO9001,Low
BOT-7874,T:27.36 V:6.63 H:64.5,3.896486809693607,2.904951982483622,1.5441097644692006,auto,East,Fam_07,Assembly,Low,ISO9001,Low
MCH-4819,T:18.70 V:4.33 H:56.1,3.3825947994970376,3.5764808601616704,1.3000431944139745,semi_auto,North,Fam_36,Assembly,Medium,ISO9001,Low
MCH-6309,T:31.92 V:11.07 H:51.4,4.913548309001115,5.488662459270507,3.0051300228661892,auto,South,Fam_26,Init,No Fault,ISO9001,Low
MCH-5813,T:23.40 V:6.51 H:51.7,4.063546370948066,5.214944284044146,2.6335301575663275,auto,North,Fam_04,Assembly,No Fault,ISO9001,High
LINE-8755,T:26.18 V:1.47 H:23.1,2.0626267196674997,5.514005030489763,1.7033312387030333,manual,South,Fam_10,Final,No Fault,ISO9001,Medium
MCH-1737,T:28.49 V:8.85 H:53.1,2.000325882479776,3.046220307443542,1.9250178377635012,semi_auto,South,Fam_01,Assembly,Low,ISO9001,Low
LINE-1579,T:20.91 V:11.17 H:49.2,0.5679566506822458,1.6848280142095817,1.6528914663073155,semi_auto,East,Fam_02,Final,No Fault,ISO9001,Low
LINE-9310,T:26.95 V:7.54 H:68.3,3.5573715648816373,,,manual,East,Fam_20,Final,No Fault,ISO9001,High
LINE-1256,T:27.18 V:8.57 H:51.6,3.700403248879043,11.985316975898096,5.502602745659628,manual,South,Fam_20,Init,No Fault,ISO9001,High
MCH-1769,T:20.48 V:8.05 H:43.2,3.8448805123058705,3.529335897175996,1.9095271982572484,auto,North,Fam_09,Assembly,Low,ISO9001,Low
