device_info,sensor_packet,sunlight_hours,soil_moisture_index,soil_health_index,irrigation_type,region,crop_variety,growth_stage,disease_severity,certification_level,yield_category
SENSOR-9985,T=16.84|N=8.77|H=60.5,3.3260647113614654,2.945949805379663,2.2818548636758287,drip,West,Var_30,Flowering,No Disease,ISO9001,Low
SENSOR-3173,T=19.03|N=9.75|H=46.2,3.39487593665509,2.4411142409102786,2.249610661391336,drip,West,Var_21,Flowering,No Disease,ISO9001,Low
DEV-5163,T=22.53|N=7.08|H=37.2,6.388139824033738,,2.845970860931613,sprinkler,West,Var_37,Seedling,No Disease,ISO9001,High
NODE-3058,T=20.46|N=4.84|H=45.5,7.7919507594975626,3.4639145057248233,1.6596648526100282,drip,West,Var_05,Maturity,Low,ISO9001,Low
SENSOR-2459,T=20.58|N=11.02|H=38.4,4.065727135606548,4.800969907823666,3.5840365953805273,sprinkler,East,Var_09,Flowering,No Disease,ISO9001,High
DEV-4667,T=17.97|N=11.61|H=50.9,2.320354190186375,5.245325897624901,4.158164871669243,flood,North,Var_03,Seedling,,ISO9001,High
DEV-7529,T=20.28|N=5.07|H=50.4,0.8406684339843835,3.2392203048221777,1.7725719449586217,sprinkler,South,Var_20,Seedling,No Disease,ISO9001,Low
DEV-8123,T=20.66|N=4.60|H=59.6,2.5727723935219626,4.2146846006913785,1.8226545817723263,drip,South,Var_21,Maturity,No Disease,ISO9001,Low
DEV-9023,T=22.22|N=12.47|H=46.4,3.449504204690818,3.6450352624742126,3.194183311949677,sprinkler,West,Var_35,Flowering,No Disease,ISO9001,High
SENSOR-3273,T=24.69|N=8.47|H=58.5,5.673242627332562,3.831076164313331,2.9008204545467917,flood,South,Var_10,Flowering,No Disease,ISO9001,High
DEV-6984,T=14.63|N=11.23|H=51.5,3.7810949346109233,5.767389062950462,4.304202035693466,flood,North,Var_05,Vegetative,No Disease,ISO9001,Low
DEV-6009,T=25.13|N=10.71|H=56.1,2.4719365909412057,3.3528714544958618,,sprinkler,South,Var_01,Vegetative,No Disease,ISO9001,Medium
DEV-1046,T=23.05|N=9.28|H=36.2,4.8806975995691815,2.939113142728766,2.434246087624826,drip,West,Var_38,Flowering,No Disease,ISO9001,Medium
SENSOR-6021,T=23.24|N=12.48|H=74.1,3.4267589262801956,3.229525602719407,3.247037169361398,drip,South,Var_03,Seedling,No Disease,ISO9001,High
DEV-4513,T=19.70|N=8.11|H=60.7,5.332909383987404,2.180781974357485,1.640824344628968,sprinkler,South,Var_39,Maturity,No Disease,ISO9001,Medium
SENSOR-6010,T=24.21|N=6.39|H=42.1,3.59236357629195,9.393333433257308,,flood,North,Var_19,Vegetative,No Disease,ISO9001,High
DEV-6085,T=26.89|N=6.22|H=48.2,5.020257042375352,4.660280591131301,2.6611984728589464,drip,West,Var_01,Vegetative,No Disease,ISO9001,High
DEV-6698,T=21.41|N=11.59|H=35.8,1.7789090119244135,,2.3388595482575454,sprinkler,South,Var_40,Vegetative,No Disease,ISO9001,Low
DEV-6390,T=19.52|N=5.26|H=64.4,2.030934461354269,2.842840667795739,1.5954710127649783,drip,South,Var_02,Vegetative,No Disease,ISO9001,Low
SENSOR-8147,T=25.28|N=7.79|H=68.2,3.3757477159921736,3.334864652069475,2.1656740487142097,sprinkler,South,Var_18,Vegetative,No Disease,ISO9001,Medium
SENSOR-1619,T=22.27|N=6.05|H=30.3,0.8952410681702168,3.752416761197431,2.1771113582945354,drip,South,Var_31,Vegetative,No Disease,ISO9001,Medium
SENSOR-6045,,4.417656249400894,2.2883400860900114,1.860265633142748,sprinkler,East,Var_22,Maturity,No Disease,ISO9001,Low
NODE-3587,T=17.95|N=14.27|H=39.4,2.3179842795871024,3.0616503355003353,3.464542968977395,sprinkler,North,Var_04,Vegetative,No Disease,ISO9001,Medium
NODE-2055,T=25.36|N=6.13|H=55.0,3.451596798081469,2.6483112481155384,1.4989210049296684,sprinkler,East,Var_01,Flowering,Medium,ISO9001,Low
DEV-7345,T=21.32|N=7.13|H=50.1,0.9029010779376512,3.1633431040208992,1.9536751597744675,sprinkler,North,Var_29,Vegetative,No Disease,ISO9001,Low
SENSOR-8641,T=31.61|N=2.07|H=44.6,7.550224064886807,3.7929573810420387,1.2949451132124574,drip,West,Var_01,Flowering,No Disease,ISO9001,Low
NODE-6165,T=32.34|N=9.19|H=47.1,3.7620260850791603,4.214213992770683,2.8724540600762354,flood,South,Var_31,Seedling,Low,ISO9001,Low
NODE-7836,T=18.57|N=8.62|H=55.4,3.493309929574865,3.1935147659375356,2.2672602840850953,sprinkler,West,Var_12,Seedling,No Disease,ISO9001,Low
SENSOR-8328,T=24.29|N=8.00|H=56.5,3.3288407916701805,2.7934074077446067,,drip,North,Var_32,Flowering,No Disease,ISO9001,Medium
SENSOR-5437,T=22.11|N=4.76|H=44.6,3.6167021867860987,6.223348521390712,3.448032900604306,flood,South,Var_07,Vegetative,Low,ISO9001,High
NODE-5289,T=20.62|N=5.89|H=49.1,5.763974043864921,4.4640744945185995,2.3036397660727275,drip,South,Var_06,Seedling,No Disease,ISO9001,Medium
SENSOR-4233,T=25.75|N=2.35|H=65.3,2.6347601996057084,,1.0158564590353796,sprinkler,West,Var_01,Seedling,No Disease,ISO9001,Low
DEV-5970,T=30.57|N=14.18|H=44.9,5.988375408157593,2.5691058778683757,3.237249950959934,sprinkler,East,Var_14,Vegetative,No Disease,ISO9001,Low
DEV-6088,T=26.50|N=2.81|H=40.5,3.5543234891129383,4.634317837757089,1.882444870826208,drip,East,Var_12,Vegetative,No Disease,ISO9001,Medium
NODE-4750,T=27.27|N=14.57|H=65.3,5.818203550538917,5.38415833308297,4.5419019186539495,flood,East,Var_26,Vegetative,No Disease,ISO9001,High
SENSOR-2206,T=20.58|N=6.54|H=50.0,1.4242771454883068,2.0896489970426924,1.4528549986472856,drip,North,Var_05,Vegetative,No Disease,ISO9001,Low
SENSOR-5562,T=25.85|N=5.81|H=45.9,4.062688789448061,5.62880674543658,3.1589230383940503,drip,East,Var_12,Vegetative,No Disease,ISO9001,High
SENSOR-4876,T=24.98|N=9.44|H=60.4,4.463228159142694,2.7336332220430792,2.07465073420856,sprinkler,East,Var_40,Flowering,Low,ISO9001,Medium
DEV-4688,T=27.50|N=8.96|H=56.8,8.203599165035403,3.107002303633291,2.42051224835021,sprinkler,East,Var_37,Vegetative,No Disease,ISO9001,Medium
DEV-1232,T=20.16|N=8.32|H=40.7,2.4427638258778024,2.0745335802274107,2.1147672356764695,sprinkler,East,Var_07,Flowering,No Disease,ISO9001,Low
NODE-2965,T=18.75|N=10.23|H=41.1,3.5443194924000245,2.4079984605406928,2.5601165649844666,sprinkler,East,Var_05,Vegetative,No Disease,ISO9001,
SENSOR-4082,T=22.26|N=5.60|H=50.9,,6.396231961770276,3.824299998385437,sprinkler,South,Var_02,Vegetative,Low,ISO9001,High
NODE-7907,T=18.84|N=4.43|H=39.5,3.290898430118779,3.530574693978405,1.943353466266704,sprinkler,West,Var_36,Vegetative,No Disease,ISO9001,Low
NODE-5899,T=24.12|N=13.98|H=58.9,2.3360541419320433,4.790434970577523,4.000193540375434,drip,West,Var_40,Vegetative,No Disease,ISO9001,High
DEV-3471,T=21.61|N=3.69|H=33.7,5.205907482133096,2.2427863560651216,0.820319740807287,sprinkler,East,Var_27,Flowering,,ISO9001,Low
DEV-7655,T=19.81|N=7.74|H=22.6,3.3164623491618963,3.987551459404239,2.6273978509364078,sprinkler,North,Var_33,Vegetative,Low,ISO9001,Low
SENSOR-2543,T=20.73|N=2.83|H=49.7,5.374175896756253,6.516556620369381,2.942215456644379,drip,South,Var_15,Maturity,No Disease,ISO9001,High
DEV-3173,T=18.26|N=5.91|H=60.2,3.31662108169587,2.6777665599675355,1.723876190521252,sprinkler,West,Var_04,Seedling,No Disease,ISO9001,Low
SENSOR-7255,T=30.43|N=2.99|H=57.6,6.05209809737187,2.901312742119507,1.2802401433603539,flood,West,Var_01,Maturity,No Disease,ISO9001,Low
DEV-5114,T=15.78|N=7.46|H=49.7,2.8215792798916697,4.280243010852645,2.6031540529402477,drip,North,Var_37,Flowering,Low,ISO9001,Low
NODE-1262,T=21.51|N=6.04|H=55.4,4.43329296860105,3.194402741657961,1.6642404903837886,drip,West,Var_09,Flowering,Low,ISO9001,Low
NODE-8441,T=22.19|N=4.57|H=49.3,2.319995081784791,2.6960643837040412,1.1813504429688164,sprinkler,West,Var_29,Flowering,,ISO9001,Low
SENSOR-1296,T=27.85|N=9.21|H=53.0,1.8001781165711876,5.864187061575271,3.6232853214745897,drip,South,Var_06,Vegetative,Low,ISO9001,
SENSOR-1541,T=21.85|N=9.27|H=41.2,,,2.952325698974478,drip,North,Var_34,Seedling,No Disease,ISO9001,Medium
DEV-5997,T=25.70|N=9.87|H=49.2,,1.9788190225996485,,drip,North,Var_09,Flowering,No Disease,ISO9001,Medium
DEV-8813,T=19.71|N=9.39|H=60.4,1.5267523434916548,2.791614458981935,2.3956241593278973,sprinkler,South,Var_32,Maturity,No Disease,ISO9001,Low
NODE-5438,T=21.40|N=2.87|H=44.1,2.780124521653875,3.673541632515779,1.1619931641986043,sprinkler,South,Var_28,Flowering,No Disease,ISO9001,Low
DEV-8687,,7.415265994477771,5.422649810846203,2.76000036605687,drip,East,Var_23,Flowering,No Disease,ISO9001,Medium
NODE-9604,T=26.75|N=8.68|H=36.5,2.5104500920269435,3.697476312275657,2.8236734350411434,drip,East,Var_06,Vegetative,No Disease,ISO9001,High
NODE-2516,T=18.36|N=5.09|H=46.0,0.8491788229128789,3.064030565479733,1.4394266563753226,sprinkler,North,Var_11,Flowering,No Disease,ISO9001,Low
SENSOR-4959,T=22.57|N=8.65|H=39.5,0.9536345293621411,3.92820262701972,2.541212120499325,sprinkler,South,Var_25,Flowering,No Disease,ISO9001,Medium
NODE-9249,T=28.89|N=11.30|H=53.1,5.971642125428337,,2.986031593729139,sprinkler,South,Var_01,Maturity,,ISO9001,High
NODE-4143,T=21.58|N=9.99|H=54.8,2.277379691446503,3.491941870711702,2.6551471480436355,sprinkler,North,Var_35,Flowering,No Disease,ISO9001,Medium
SENSOR-9513,T=22.20|N=8.71|H=57.4,3.7471251864637622,3.2380767610175822,2.358917521815166,drip,East,Var_02,Flowering,No Disease,ISO9001,Medium
DEV-5918,T=18.55|N=7.66|H=60.4,2.51649893627706,2.7592136167137435,1.9959250664035326,sprinkler,East,Var_01,Seedling,No Disease,ISO9001,Low
DEV-6946,T=20.04|N=5.77|H=41.6,4.171774068283383,3.0470479848388723,1.4310630664850446,drip,South,Var_05,Flowering,No Disease,ISO9001,Low
SENSOR-2940,T=23.92|N=7.63|H=63.0,1.5430018837008717,,2.3498167863096016,drip,North,Var_19,Flowering,No Disease,ISO9001,Medium
DEV-1606,T=20.23|N=4.88|H=48.1,1.934567991424454,4.505758448769039,,drip,South,Var_01,Vegetative,No Disease,ISO9001,Low
NODE-3368,T=21.14|N=8.28|H=50.2,1.1606120923106036,3.755111152583899,2.6785949710578443,drip,East,Var_08,Flowering,No Disease,ISO9001,Medium
SENSOR-6291,T=25.73|N=9.61|H=55.0,1.4607320241714048,3.1559725171982507,2.636349883057564,drip,East,Var_16,Vegetative,No Disease,ISO9001,Medium
SENSOR-7852,T=27.65|N=6.83|H=68.9,5.077739473899183,5.2508654824573755,,flood,West,Var_16,Vegetative,No Disease,ISO9001,High
SENSOR-3415,T=26.96|N=11.64|H=59.8,5.7005682051019955,3.886000152713987,3.2790310570142305,drip,East,Var_04,Vegetative,No Disease,ISO9001,High
DEV-5999,T=29.66|N=8.22|H=49.1,1.984419858688001,5.648277199041459,3.484695135286367,flood,West,Var_16,Flowering,No Disease,ISO9001,Medium
SENSOR-7866,T=25.66|N=7.55|H=43.7,5.054998414546352,1.7942138488890653,1.3228841690296724,sprinkler,North,Var_05,Flowering,No Disease,ISO9001,Medium
SENSOR-2038,T=23.42|N=10.38|H=54.3,9.355607593461503,,3.6272707425773287,sprinkler,East,Var_04,Seedling,No Disease,ISO9001,High
SENSOR-7709,T=20.85|N=4.45|H=40.1,4.793455051173893,4.064258708180258,2.0127281745411345,drip,North,Var_04,Flowering,No Disease,ISO9001,Medium
SENSOR-5780,T=21.30|N=11.14|H=52.5,6.710390434329165,2.9094347657677235,2.5466718029666566,sprinkler,East,Var_14,Seedling,No Disease,ISO9001,High
DEV-2958,T=24.09|N=8.43|H=54.1,7.319051147505295,3.023740300038939,1.9536425786187044,drip,West,Var_10,Vegetative,No Disease,ISO9001,Low
NODE-9865,T=20.59|N=13.22|H=45.7,4.243847551745875,11.071892318827844,,flood,West,Var_32,Seedling,No Disease,ISO9001,High
DEV-4312,T=20.62|N=3.44|H=31.7,3.480772154697847,5.634342213204981,2.406094111952042,drip,East,Var_01,Vegetative,No Disease,ISO9001,Medium
DEV-4180,T=22.03|N=11.11|H=52.8,1.3897095091331613,2.134867059273391,2.511860410437188,drip,West,Var_01,Seedling,No Disease,ISO9001,Medium
DEV-2014,T=31.69|N=3.92|H=50.3,0.7147750052684978,4.643076264286856,2.5011708138410076,sprinkler,East,Var_32,Maturity,No Disease,ISO9001,Low
DEV-8127,T=28.78|N=8.52|H=41.9,4.100283204104256,4.014078158111908,2.4816424217165194,sprinkler,East,Var_36,Flowering,No Disease,ISO9001,Medium
NODE-4453,T=21.43|N=7.75|H=47.1,5.460420080615588,4.557017341844552,2.928741250196759,sprinkler,West,Var_37,Seedling,Low,ISO9001,
NODE-1751,T=23.54|N=8.52|H=59.8,,2.9958314467845795,2.3975786013736275,sprinkler,West,Var_06,Maturity,No Disease,ISO9001,High
SENSOR-4872,T=31.87|N=4.75|H=50.4,4.19868972182225,2.802468905612364,1.0568393235371036,sprinkler,East,Var_06,Seedling,No Disease,ISO9001,Low
DEV-2519,T=28.00|N=10.47|H=54.1,2.6782943819759577,,2.6735182787809593,drip,East,Var_11,Vegetative,Low,ISO9001,Low
DEV-2008,T=26.00|N=1.68|H=54.9,5.325141425266508,3.466525297811223,0.7298104684644751,drip,East,Var_27,Vegetative,Low,ISO9001,Low
NODE-9447,T=28.64|N=9.70|H=64.2,2.5699194757900283,3.431556095850824,2.707730455600685,drip,West,Var_05,Flowering,,ISO9001,Low
SENSOR-9118,T=24.25|N=11.54|H=57.2,2.087985605391996,3.6779352374150096,2.970941197024941,sprinkler,East,Var_03,Maturity,No Disease,ISO9001,
NODE-7094,T=22.11|N=10.80|H=54.6,1.4974808096735766,6.603338634308617,4.45167851840395,flood,South,Var_05,Seedling,No Disease,ISO9001,High
SENSOR-5356,T=25.94|N=8.10|H=52.3,8.52646413003883,3.3268957919294033,2.4533883618004184,sprinkler,North,Var_05,Maturity,No Disease,ISO9001,High
SENSOR-4830,T=20.69|N=6.11|H=44.5,1.81486128335042,,1.6559496075331168,sprinkler,North,Var_02,Vegetative,No Disease,ISO9001,Low
SENSOR-8245,T=30.44|N=4.98|H=29.7,0.5159306918567149,2.5743910627649393,1.347655487069738,drip,East,Var_03,Vegetative,,ISO9001,Low
SENSOR-1717,T=21.85|N=7.76|H=32.7,0.8482692289484431,4.5232232762735585,2.732579645257566,flood,East,Var_01,Vegetative,,ISO9001,Medium
DEV-8713,T=22.16|N=5.13|H=56.7,6.880630592620911,2.827090393623598,1.3212596722757115,sprinkler,West,Var_16,Flowering,No Disease,ISO9001,Medium
NODE-8322,T=28.59|N=9.30|H=42.8,8.620945753067478,4.759657824363207,3.2109500738683194,flood,East,Var_27,Maturity,No Disease,ISO9001,High
DEV-8653,T=17.36|N=7.50|H=35.9,2.098436288317626,4.054295753833247,2.660722851601199,drip,North,Var_08,Vegetative,No Disease,ISO9001,Low
NODE-4921,T=17.63|N=8.80|H=46.5,7.142618373495217,3.5904214905709315,2.350166341686121,drip,North,Var_11,Flowering,Low,ISO9001,Low
SENSOR-8248,T=27.53|N=17.15|H=30.8,2.0064647020375856,1.510722455840663,3.3605324651754183,sprinkler,South,Var_04,Flowering,No Disease,ISO9001,Medium
SENSOR-3230,T=16.20|N=8.57|H=61.5,3.9073662508415867,5.977037365032741,3.455556170940782,flood,North,Var_08,Vegetative,No Disease,ISO9001,Low
NODE-4078,T=29.47|N=9.34|H=39.3,6.955355771953386,5.348107228970472,3.388093763335893,drip,West,Var_01,Vegetative,Low,ISO9001,Medium
DEV-4128,T=23.01|N=6.01|H=46.3,2.999724757045228,8.588416162118442,4.657464755852514,flood,North,Var_16,Vegetative,No Disease,ISO9001,High
SENSOR-6981,T=20.03|N=13.73|H=46.7,5.709145543425613,7.521923945984867,5.716972263786689,drip,North,Var_33,Vegetative,No Disease,ISO9001,High
DEV-6218,T=28.61|N=11.98|H=58.3,7.3556323959046095,3.9444533094100236,3.481330916725642,drip,West,Var_03,Maturity,No Disease,ISO9001,High
SENSOR-3985,T=21.42|N=5.68|H=63.8,3.6762668913942242,2.185999708281656,1.2044394203975515,drip,West,Var_08,Flowering,No Disease,ISO9001,Low
NODE-8419,T=19.99|N=9.88|H=39.3,1.2207002752702916,11.838719714571742,7.063242237974964,flood,West,Var_01,Flowering,,ISO9001,High
SENSOR-2523,T=24.73|N=5.57|H=45.2,5.350487312909695,3.4101074468210784,1.8581160195067137,drip,North,Var_17,Flowering,No Disease,ISO9001,Medium
SENSOR-7448,T=25.24|N=8.36|H=48.4,4.733633650986905,3.7044078569672836,2.809607031376697,drip,South,Var_14,Maturity,No Disease,ISO9001,Medium
NODE-1750,T=20.04|N=10.45|H=51.9,,4.436175961641113,,flood,North,Var_06,Vegetative,No Disease,ISO9001,High
NODE-9451,T=26.10|N=9.55|H=54.6,4.224288761565968,10.143366772476076,6.2014421293500295,flood,East,Var_03,Flowering,No Disease,ISO9001,High
NODE-2761,T=19.32|N=8.31|H=51.1,4.832989774619879,3.531464795988317,2.628413910602165,drip,East,Var_19,Vegetative,No Disease,ISO9001,Medium
NODE-6578,T=21.24|N=8.34|H=35.6,5.030767552082541,4.173158186637634,2.7689596687165667,drip,West,Var_32,Flowering,No Disease,ISO9001,High
NODE-1682,T=24.25|N=10.06|H=54.7,6.218560852184986,2.5011324455453683,2.3444044049503305,drip,South,Var_05,Maturity,No Disease,ISO9001,Medium
DEV-4110,,,4.065171569870458,3.108627850392465,flood,South,Var_01,Vegetative,No Disease,ISO9001,High
DEV-8610,T=21.73|N=4.72|H=45.9,2.8394846649267973,3.5538297085094936,1.470369338756543,drip,West,Var_29,Vegetative,No Disease,ISO9001,Low
NODE-7882,T=20.68|N=10.84|H=50.0,0.566091556080355,4.993778471411555,3.7795137933780127,sprinkler,North,Var_20,Vegetative,No Disease,ISO9001,High
DEV-9253,T=19.66|N=8.78|H=51.0,4.7933884307074255,2.048211243346312,1.7781346802055307,sprinkler,West,Var_30,Seedling,No Disease,ISO9001,Low
NODE-5817,T=25.88|N=7.88|H=52.9,3.882071905736213,2.4242597390889844,1.7059213523799055,drip,North,Var_03,Vegetative,No Disease,ISO9001,Medium
SENSOR-6103,T=25.84|N=4.34|H=52.0,2.374777384581967,2.489987588235728,1.314274746165821,sprinkler,North,Var_39,Vegetative,No Disease,ISO9001,Low
NODE-1462,T=26.58|N=11.62|H=45.9,1.4286571643378376,2.941196940067852,,sprinkler,East,Var_19,Seedling,No Disease,ISO9001,Medium
NODE-8834,T=21.33|N=7.84|H=48.1,6.1023353772377185,4.0048237469995795,2.586215952128047,drip,South,Var_17,Vegetative,Low,ISO9001,Medium
SENSOR-2435,T=18.86|N=10.66|H=42.1,3.755771841621065,3.363076177558172,2.658334281646648,drip,East,Var_24,Vegetative,,ISO9001,Medium
NODE-6426,T=27.13|N=5.65|H=45.9,2.7928491675720206,4.5659942408634056,2.3795425370760253,flood,East,Var_08,Vegetative,No Disease,ISO9001,Low
NODE-2544,T=28.22|N=13.82|H=51.7,3.173744163378883,4.190012512435624,3.946060416607535,flood,South,Var_09,Flowering,No Disease,ISO9001,High
NODE-6977,T=27.82|N=5.83|H=62.0,3.9403039569724783,3.8600272020289905,2.436832230798557,drip,East,Var_14,Vegetative,No Disease,ISO9001,Medium
NODE-2292,T=21.95|N=5.31|H=43.9,1.9865762981918216,2.274385714952505,1.4153231279846978,sprinkler,East,Var_06,Flowering,No Disease,ISO9001,Low
SENSOR-4412,T=26.72|N=10.74|H=42.6,1.0117785323552424,2.8986125076163325,2.4438902192729155,drip,North,Var_33,Maturity,No Disease,ISO9001,Medium
SENSOR-5099,T=26.37|N=9.29|H=42.7,1.4903357775094577,2.366579040706423,2.3107772874830275,drip,West,Var_22,Seedling,No Disease,ISO9001,Low
SENSOR-9673,,1.4907774360367745,2.511094358758703,1.9905370681181498,sprinkler,North,Var_26,Vegetative,No Disease,ISO9001,Low
NODE-8616,T=26.44|N=4.82|H=67.2,1.1974801470781586,2.9175537787902255,1.5423009643134806,drip,West,Var_33,Vegetative,No Disease,ISO9001,Low
SENSOR-9057,T=22.69|N=5.85|H=61.1,4.189533014977097,,1.5482518407250347,drip,North,Var_34,Vegetative,No Disease,ISO9001,Medium
SENSOR-6988,T=28.22|N=10.60|H=50.6,7.908358977549565,3.4702331818264427,2.9795362896587756,drip,West,Var_08,Vegetative,No Disease,ISO9001,High
SENSOR-8259,T=21.24|N=9.65|H=42.3,3.972001162048344,2.474090542993126,2.2459330241967694,drip,West,Var_04,Seedling,No Disease,ISO9001,Medium
NODE-6423,T=22.89|N=9.84|H=45.9,2.727061531114461,2.088131806502906,1.9335404572161632,sprinkler,North,Var_40,Vegetative,No Disease,ISO9001,Medium
DEV-6899,T=29.32|N=3.13|H=61.8,9.14185834026556,2.543374770861683,0.6412764225600329,drip,South,Var_33,Maturity,No Disease,ISO9001,Low
SENSOR-7212,T=23.49|N=6.09|H=41.4,6.2888941538019205,,2.303928066435379,sprinkler,East,Var_02,Flowering,No Disease,ISO9001,Medium
DEV-1654,T=20.21|N=14.40|H=47.6,7.487585446182225,6.959652813924481,5.405453964960553,drip,South,Var_01,Flowering,No Disease,ISO9001,High
SENSOR-7549,T=25.65|N=11.80|H=48.6,,3.143466025546803,2.741202622219801,drip,East,Var_37,Flowering,No Disease,ISO9001,High
SENSOR-4119,T=22.62|N=5.29|H=69.5,3.924366856857249,5.480363440775337,2.8291332929830078,drip,North,Var_32,Flowering,No Disease,ISO9001,High
SENSOR-4544,T=23.58|N=5.97|H=49.6,2.480380598898777,3.893049100747068,2.3807568991883334,sprinkler,East,Var_17,Vegetative,No Disease,ISO9001,Medium
NODE-2356,T=29.65|N=6.88|H=52.8,2.032929840542884,2.741791863827172,2.0728460755786524,sprinkler,East,Var_14,Flowering,No Disease,ISO9001,Low
DEV-2672,T=17.68|N=12.83|H=58.7,2.174751691396138,2.5730241678078953,2.947514962522458,sprinkler,West,Var_34,Flowering,No Disease,ISO9001,Low
DEV-7034,T=23.71|N=13.06|H=52.5,6.153131534871355,2.661313046273872,3.104191755005376,sprinkler,North,Var_03,Flowering,Low,ISO9001,High
NODE-3579,T=17.38|N=5.62|H=55.2,5.4296441302281035,4.476349106993023,2.4411351353179476,sprinkler,East,Var_36,Vegetative,No Disease,ISO9001,Low
SENSOR-5395,T=29.96|N=9.97|H=38.8,3.7769193731425723,4.267412663270071,3.2083398730484447,drip,East,Var_13,Vegetative,No Disease,ISO9001,
NODE-3194,T=24.52|N=7.79|H=65.6,5.818965194442397,3.316593089986457,2.242979296156545,drip,East,Var_23,Flowering,No Disease,ISO9001,Medium
DEV-8997,T=20.87|N=10.06|H=50.4,4.105276698847307,3.6343510701454504,2.7881736334575375,flood,North,Var_23,Maturity,No Disease,ISO9001,Medium
SENSOR-4954,T=25.64|N=7.81|H=38.0,4.847471171269666,5.905991120211951,3.456760826869276,sprinkler,North,Var_01,Seedling,No Disease,ISO9001,High
NODE-6939,T=24.00|N=7.77|H=59.3,,2.828745307295049,,sprinkler,South,Var_13,Vegetative,No Disease,ISO9001,Medium
NODE-6893,T=29.69|N=9.20|H=60.0,3.98016785395657,3.213575136075585,2.780120545102137,drip,East,Var_16,Maturity,No Disease,ISO9001,Medium
DEV-2327,T=19.72|N=5.02|H=29.9,3.49124956883087,4.430146685108269,2.4772622103135298,drip,East,Var_22,Vegetative,No Disease,ISO9001,Medium
NODE-1544,T=30.28|N=11.57|H=48.4,3.8997746734816126,3.4912636991730914,2.934668664712632,flood,East,Var_27,Maturity,No Disease,ISO9001,Medium
SENSOR-4363,T=21.54|N=5.84|H=62.5,4.564957284675196,5.15528169488145,2.9165655033445197,sprinkler,North,Var_01,Vegetative,No Disease,ISO9001,High
NODE-8444,T=15.68|N=7.97|H=30.9,5.979200198079417,2.549398477712886,1.702563003063007,drip,North,Var_07,Vegetative,No Disease,ISO9001,Low
NODE-5693,T=29.41|N=3.89|H=48.5,3.9785193984186646,4.863925891674027,2.567781928039981,drip,South,Var_05,Seedling,No Disease,ISO9001,Low
DEV-7875,T=22.77|N=8.81|H=65.7,5.139260861370629,1.7372508698097369,1.7327453298800153,sprinkler,East,Var_10,Vegetative,No Disease,ISO9001,Medium
SENSOR-3462,T=24.72|N=12.36|H=56.2,6.344955452503357,4.567914800721769,4.006168850935597,drip,North,Var_19,Vegetative,No Disease,ISO9001,High
NODE-3412,T=18.70|N=7.57|H=56.9,2.739478228323716,2.4511536189573477,2.105201882683695,drip,North,Var_15,Vegetative,No Disease,ISO9001,Low
DEV-5719,T=22.41|N=4.48|H=49.0,5.088561629177255,2.188864017740259,1.1186169388002125,drip,West,Var_33,Vegetative,No Disease,ISO9001,Medium
NODE-6107,T=26.30|N=9.16|H=55.7,7.325560555627771,3.5767992726423783,2.791277458000911,sprinkler,West,Var_28,Flowering,No Disease,ISO9001,High
SENSOR-4865,,4.248588241931946,6.499793738129133,3.3189818847057073,sprinkler,South,Var_19,Vegetative,No Disease,ISO9001,High
SENSOR-9953,T=21.65|N=9.00|H=53.8,2.0689761783904554,4.592870173498065,3.1375285943956226,drip,West,Var_24,Seedling,No Disease,ISO9001,High
SENSOR-6733,T=21.56|N=8.88|H=51.0,1.4728657415269137,1.9084510410822892,1.73716646099147,sprinkler,South,Var_31,Vegetative,,ISO9001,Medium
NODE-1519,T=19.87|N=13.04|H=47.1,1.5670665992850967,3.1562386641644955,3.597820925116639,sprinkler,North,Var_07,Vegetative,No Disease,ISO9001,Medium
DEV-1999,T=17.41|N=7.99|H=36.2,1.9986356890199484,4.842758688292961,2.973456360883378,sprinkler,North,Var_16,Maturity,No Disease,ISO9001,Low
NODE-5370,T=24.83|N=5.59|H=53.1,5.075315921711038,2.6660266365398715,1.1808286555127072,drip,East,Var_10,Seedling,No Disease,ISO9001,Low
SENSOR-3856,T=20.60|N=6.66|H=50.6,2.9084644617338293,1.3673304123491008,1.0551099958472414,sprinkler,North,Var_26,Flowering,Low,ISO9001,Low
NODE-8761,T=18.33|N=7.07|H=34.9,5.2953607880548486,4.090487968586784,2.7299153878599376,flood,North,Var_15,Maturity,No Disease,ISO9001,Medium
DEV-8303,T=24.90|N=6.87|H=45.2,5.075779524179003,2.693406931372883,1.5736345262326852,drip,North,Var_07,Vegetative,Low,ISO9001,Medium
SENSOR-5054,T=25.79|N=5.84|H=45.5,3.559982101013013,,1.7515260136116153,sprinkler,West,Var_32,Vegetative,No Disease,ISO9001,Medium
NODE-5849,T=24.02|N=1.70|H=64.2,8.181060374040813,5.395937411609113,2.5035056883313693,drip,East,Var_09,Vegetative,High,ISO9001,Low
SENSOR-8943,T=24.02|N=7.40|H=50.3,3.457351252571057,5.461564689723547,3.040120509258508,drip,South,Var_11,Flowering,No Disease,ISO9001,High
SENSOR-6028,T=28.41|N=12.11|H=49.9,3.4669804936520023,2.384989610271183,,sprinkler,South,Var_03,Seedling,No Disease,ISO9001,Medium
NODE-8030,T=20.28|N=10.87|H=57.8,3.31592429810953,4.889952351057768,3.6973745447801196,drip,North,Var_07,Vegetative,No Disease,ISO9001,High
