,Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Area code_408,Area code_415,Area code_510
576,136,0,0,0,102.1,75,219.5,97,73.7,92,9.8,5,0,1.0,0.0,0.0
577,82,0,1,19,146.5,73,246.4,65,199.0,114,4.1,4,1,0.0,1.0,0.0
578,155,1,0,0,250.8,146,152.5,105,148.1,104,10.0,5,2,1.0,0.0,0.0
579,136,0,0,0,163.4,83,249.3,119,249.7,90,9.8,4,7,0.0,1.0,0.0
580,57,0,0,0,161.0,113,208.0,134,208.1,81,8.4,4,3,0.0,1.0,0.0
581,112,0,0,0,81.6,94,268.1,112,140.8,75,8.6,18,1,0.0,1.0,0.0
582,95,0,0,0,128.6,115,216.2,88,255.3,96,6.3,2,6,1.0,0.0,0.0
583,113,0,1,30,183.8,102,183.4,123,235.0,52,11.6,7,0,0.0,1.0,0.0
584,103,0,0,0,180.2,134,97.7,85,181.7,134,8.4,3,1,0.0,1.0,0.0
585,149,0,1,20,147.8,132,276.8,94,149.9,110,10.2,6,0,0.0,1.0,0.0
586,116,0,0,0,110.9,54,213.4,82,186.2,116,7.9,2,2,1.0,0.0,0.0
587,95,0,0,0,58.2,96,202.1,126,210.5,97,10.4,5,0,0.0,0.0,1.0
588,201,0,0,0,212.7,72,225.2,90,195.1,99,7.0,6,1,0.0,0.0,1.0
589,150,0,0,0,214.0,117,192.4,89,242.6,99,7.9,4,1,0.0,1.0,0.0
590,108,1,0,0,115.1,114,211.3,70,136.1,85,13.8,3,2,1.0,0.0,0.0
591,101,1,0,0,156.4,116,130.4,114,207.3,109,7.3,5,1,0.0,1.0,0.0
592,182,0,1,24,128.1,104,143.4,127,191.0,98,11.6,3,1,0.0,1.0,0.0
593,128,0,0,0,227.9,130,302.6,71,191.5,82,5.5,7,1,1.0,0.0,0.0
594,113,0,1,34,44.9,63,134.2,82,168.4,118,13.3,3,1,1.0,0.0,0.0
595,76,0,0,0,171.1,78,257.2,83,91.6,92,16.2,3,1,0.0,1.0,0.0
596,204,0,0,0,205.2,145,154.8,95,191.4,77,14.1,5,3,0.0,0.0,1.0
597,32,0,1,31,232.8,97,183.5,111,206.8,111,13.0,2,0,0.0,1.0,0.0
598,103,0,1,37,153.5,78,241.9,108,244.7,110,10.6,3,1,0.0,1.0,0.0
599,148,0,0,0,203.0,92,150.9,125,245.5,131,14.6,9,1,0.0,0.0,1.0
600,57,0,0,0,85.9,92,193.9,127,231.5,93,10.1,2,0,0.0,1.0,0.0
601,64,1,0,0,146.7,83,148.3,91,238.6,69,12.5,3,3,0.0,1.0,0.0
602,70,0,0,0,152.8,145,183.6,102,151.8,75,10.5,2,1,0.0,1.0,0.0
603,142,0,0,0,216.8,134,187.8,106,138.1,108,8.3,2,0,1.0,0.0,0.0
604,88,0,0,0,172.8,81,193.4,90,89.6,107,12.8,5,2,0.0,1.0,0.0
605,131,0,0,0,263.4,123,151.9,74,218.5,101,10.7,2,2,0.0,0.0,1.0
606,130,0,0,0,271.8,129,237.2,128,210.1,91,8.7,2,4,1.0,0.0,0.0
607,166,0,0,0,199.6,93,214.3,99,196.8,110,7.2,5,3,0.0,0.0,1.0
608,130,0,0,0,203.9,63,191.8,93,132.5,125,12.1,4,3,0.0,0.0,1.0
609,111,0,0,0,78.3,119,198.2,94,248.5,94,12.1,4,1,0.0,0.0,1.0
610,100,0,1,32,125.2,123,230.9,101,192.0,106,12.6,9,3,0.0,1.0,0.0
611,57,0,0,0,221.1,101,236.7,65,252.3,137,9.5,1,0,0.0,1.0,0.0
612,139,0,0,0,139.0,110,132.9,93,272.0,120,12.1,1,0,1.0,0.0,0.0
613,113,0,0,0,159.8,143,210.1,93,175.1,86,13.1,7,2,0.0,1.0,0.0
614,108,0,0,0,239.3,102,223.4,127,251.4,104,10.6,6,0,0.0,1.0,0.0
615,100,0,0,0,113.3,96,197.9,89,284.5,93,11.7,2,4,0.0,1.0,0.0
616,120,0,0,0,192.6,123,206.4,105,283.2,93,10.8,3,1,0.0,0.0,1.0
617,107,0,1,36,96.3,83,179.6,91,166.3,121,10.3,2,1,1.0,0.0,0.0
618,104,0,0,0,280.4,127,179.4,79,150.6,77,15.2,6,5,1.0,0.0,0.0
619,62,0,0,0,245.3,91,122.9,130,228.4,102,8.5,4,4,0.0,1.0,0.0
620,34,0,1,14,151.5,100,248.7,126,199.8,120,10.7,5,2,0.0,1.0,0.0
621,183,0,0,0,190.0,100,246.6,78,304.2,107,9.5,4,1,0.0,1.0,0.0
622,123,0,0,0,114.8,94,150.0,104,268.6,119,9.6,4,2,1.0,0.0,0.0
623,64,0,0,0,113.8,97,192.3,97,214.9,89,10.4,1,3,1.0,0.0,0.0
624,27,0,0,0,227.4,67,248.0,115,61.4,109,7.8,6,1,0.0,1.0,0.0
625,123,0,0,0,224.0,99,210.7,80,231.9,75,2.1,5,0,1.0,0.0,0.0
626,84,0,1,41,153.9,102,140.7,117,217.7,101,12.8,5,1,1.0,0.0,0.0
627,91,0,0,0,190.5,128,205.5,103,130.7,63,13.8,5,0,0.0,1.0,0.0
628,95,0,0,0,157.3,116,197.5,77,128.2,111,8.4,4,2,0.0,0.0,1.0
629,73,0,0,0,240.3,130,162.5,83,231.9,136,11.9,3,0,0.0,1.0,0.0
630,58,0,1,39,211.9,40,274.4,76,210.5,139,5.4,4,1,1.0,0.0,0.0
631,88,0,0,0,113.7,67,165.1,127,141.5,142,10.8,3,1,0.0,1.0,0.0
632,67,0,1,41,174.7,86,160.6,93,155.3,108,13.4,1,0,0.0,1.0,0.0
633,152,0,0,0,161.4,84,163.6,88,153.2,121,11.8,5,1,0.0,0.0,1.0
634,142,0,1,40,230.7,101,256.8,88,263.9,92,6.4,3,1,0.0,0.0,1.0
635,105,0,0,0,232.6,96,253.4,117,154.0,101,10.5,9,1,1.0,0.0,0.0
636,93,0,1,22,306.2,123,189.7,83,240.3,107,11.7,2,0,1.0,0.0,0.0
637,79,0,0,0,236.8,135,186.4,87,126.9,112,10.4,5,2,0.0,1.0,0.0
638,88,0,0,0,153.5,94,251.7,118,182.2,99,8.5,6,1,1.0,0.0,0.0
639,110,0,0,0,159.5,145,202.3,101,256.0,96,16.7,2,2,1.0,0.0,0.0
640,209,0,0,0,153.7,105,188.6,87,200.8,95,10.7,2,0,0.0,1.0,0.0
641,27,0,0,0,232.1,81,210.8,101,165.4,87,15.0,6,5,0.0,0.0,1.0
642,117,0,0,0,201.9,86,212.3,96,176.9,98,7.8,10,1,0.0,1.0,0.0
643,87,0,0,0,186.9,79,182.6,105,143.1,90,4.2,14,1,1.0,0.0,0.0
644,129,0,1,27,196.6,89,180.6,95,245.0,83,6.6,5,1,0.0,0.0,1.0
645,142,0,0,0,232.1,102,168.2,110,197.3,120,9.9,3,1,0.0,0.0,1.0
646,112,0,0,0,166.0,79,74.6,100,247.9,74,6.3,7,0,0.0,1.0,0.0
647,97,0,1,25,141.0,101,212.0,85,175.2,138,4.9,2,3,1.0,0.0,0.0
648,101,0,0,0,231.3,87,224.7,88,214.6,69,7.2,7,1,0.0,1.0,0.0
649,127,0,1,24,154.8,69,177.2,105,207.6,102,9.0,4,1,0.0,1.0,0.0
650,148,0,0,0,243.0,115,191.8,91,117.8,93,13.4,5,2,1.0,0.0,0.0
651,138,0,1,33,155.2,139,268.3,79,186.4,71,9.7,4,3,0.0,0.0,1.0
652,84,0,0,0,289.1,100,233.8,97,223.5,148,12.7,2,2,0.0,1.0,0.0
653,133,0,0,0,295.0,141,223.6,101,229.4,109,12.9,4,2,0.0,0.0,1.0
654,120,0,1,27,128.5,115,163.7,91,242.9,121,0.0,0,1,0.0,0.0,1.0
655,87,0,0,0,238.0,97,164.5,97,282.5,132,10.6,6,2,0.0,1.0,0.0
656,99,0,0,0,238.4,96,246.5,130,198.4,117,12.4,4,3,0.0,0.0,1.0
657,48,0,1,27,141.1,109,224.7,94,174.3,122,13.2,2,1,0.0,1.0,0.0
658,57,0,0,0,158.1,117,115.2,149,182.4,92,11.8,7,0,0.0,1.0,0.0
659,127,0,0,0,107.9,128,187.0,77,218.5,95,0.0,0,0,0.0,0.0,1.0
660,114,0,0,0,203.8,85,87.8,110,166.2,122,11.7,4,1,1.0,0.0,0.0
661,84,0,0,0,280.0,113,202.2,90,156.8,103,10.4,4,0,0.0,1.0,0.0
662,114,0,1,26,137.1,88,155.7,125,247.6,94,11.5,7,2,0.0,1.0,0.0
663,106,0,1,29,83.6,131,203.9,131,229.5,73,8.1,3,1,1.0,0.0,0.0
664,60,0,0,0,193.9,118,85.0,110,210.1,134,13.2,8,3,0.0,1.0,0.0
665,159,0,0,0,169.8,114,197.7,105,193.7,82,11.6,4,1,0.0,1.0,0.0
666,184,1,0,0,213.8,105,159.6,84,139.2,137,5.0,10,2,0.0,0.0,1.0
